filename,type,text
micro_b015.xml,objections,but they can have days off during the week and run errands at their leisure while I'm stuck in the office.
micro_b016.xml,claims,It would therefore be wise to adjust the required effort for final theses accordingly.
micro_b016.xml,objections,"However, the effort required for the individual equally weighted modules differs strongly."
micro_b016.xml,objections,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).
micro_b017.xml,claims,Rent prices should be limited by a cap when there's a change of tenant.
micro_b017.xml,objections,"Landlords may want to earn as much as possible,"
micro_b017.xml,objections,"and many, consistent with market principles, are prepared to pay higher rents,"
micro_b018.xml,claims,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
micro_b018.xml,objections,The choice of an attending physician is at the discretion of the patient.
micro_b019.xml,claims,Tax data that are not made available for free should therefore not be acquired by the state.
micro_b019.xml,objections,Those who do or try to should be held accountable if at all possible.
micro_b020.xml,claims,computer games should also not be recognized as Olympic events.
micro_b020.xml,objections,"On the other hand, the events have a culturally determined character."
micro_b021.xml,claims,Tuition fees should not be charged in Germany.
micro_b022.xml,claims,"No, the retirement age should be raised to 65 again."
micro_b022.xml,objections,"People are getting older on average,"
micro_b023.xml,claims,That's why Germany should not introduce capital punishment!
micro_b024.xml,claims,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
micro_b025.xml,claims,A reduction in the amount of chemically produced medication per person is most certainly desirable.
micro_b026.xml,claims,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
micro_b026.xml,objections,Their treatment methods and successes are not amply researched or proven.
micro_b026.xml,objections,"Yet many patients subjectively experience relief or are cured of their complaints,"
micro_b027.xml,claims,The death penalty should be abandoned everywhere.
micro_b027.xml,objections,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
micro_b027.xml,objections,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
micro_b028.xml,claims,The universities in Germany should not under any circumstances charge tuition fees.
micro_b029.xml,claims,The TV/radio licence fee can only be required of all citizens/households equally.
micro_b029.xml,objections,Critics point out that they are not using what's on offer by public broadcasting.
micro_b029.xml,objections,"However, it is impossible to monitor this and collect more customized fees."
micro_b029.xml,objections,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
micro_b030.xml,claims,School uniforms should not be worn in our schools.
micro_b030.xml,objections,Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform.
micro_b030.xml,objections,They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented.
micro_b031.xml,claims,"One should not re-introduce capital punishment in Germany,"
micro_b032.xml,claims,There should be a higher fine for dog dirt on the pavement.
micro_b033.xml,claims,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
micro_b034.xml,claims,Tuition fees should not generally be charged by universities.
micro_b034.xml,objections,Unfortunately this can lead to disagreeable dependencies in some cases.
micro_b035.xml,claims,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b036.xml,claims,Video games ought to be included in the ranks of Olympic events.
micro_b036.xml,claims,"including planning abilities, reaction time, and reasoning to name but a few."
micro_b036.xml,objections,"Considering their requirements, some video games are not relevant as sports,"
micro_b036.xml,objections,but this issue should be solvable through a clearly structured preselection process.
micro_b037.xml,claims,The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b037.xml,objections,but this problem should rather be addressed with comprehensive prior education.
micro_b037.xml,objections,"Some worry about careless use of such measures,"
micro_b038.xml,claims,School uniforms should be introduced in our schools again.
micro_b038.xml,objections,Uniforms always and immediately provoke fear of losing one's individuality
micro_b038.xml,objections,"but what's really lacking in schools today is rather a real sense of community, which would possibly be strengthened by an equal, collective appearance."
micro_b039.xml,claims,The EU should exert influence on the political events in Ukraine.
micro_b039.xml,objections,"Indeed one could argue that a country has to deal with internal political changes itself,"
micro_b039.xml,objections,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers."
micro_b040.xml,claims,There should be much higher fines for dog dirt left on pavements.
micro_b040.xml,objections,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
micro_b040.xml,objections,but according to this logic one could hardly make the taxpayer accountable for almost any offense.
micro_b041.xml,claims,Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b041.xml,objections,Parliamentary control however hampers the work of intelligence services
micro_b042.xml,claims,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b042.xml,claims,dispensing it without medical advice would be inappropriate.
micro_b042.xml,objections,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
micro_b042.xml,objections,But without a prescription requirement there's also no medical advice given before intake.
micro_b044.xml,claims,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b044.xml,objections,The negative impact of air traffic however is considerable.
micro_b045.xml,claims,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b045.xml,objections,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
micro_b046.xml,claims,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b046.xml,objections,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
micro_b046.xml,objections,Of course a certain level of secrecy is the basis for the work of intelligence services.
micro_b047.xml,claims,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b047.xml,objections,and a request for an early termination of a pregnancy is the right of every woman.
micro_b047.xml,objections,"However these are clearly stated on the package insert,"
micro_b048.xml,claims,Therefore universities should not charge tuition fees in Germany.
micro_b048.xml,objections,But education must not be a question of money in a wealthy society such as Germany.
micro_b048.xml,objections,which is why students also ought to be involved in this cost factor.
micro_b049.xml,claims,Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b049.xml,objections,The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.
micro_b050.xml,claims,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b050.xml,objections,Yet no one should be required to work for more than 40 years.
micro_b051.xml,claims,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
micro_b051.xml,objections,Due to the increase in opening hours on Sundays and holidays there is a rise in employment.
micro_b051.xml,objections,so this has hardly any effect on the level of full-time employment and the number of unemployed.
micro_b052.xml,claims,the statutory retirement age should in the future not remain at 63 years.
micro_b052.xml,objections,Although the workload is getting heavier in many professions
micro_b052.xml,objections,"and physical and psychological wear on personnel is steadily increasing,"
micro_b053.xml,claims,That's why the statutory health insurance companies should not cover such treatments.
micro_b053.xml,objections,Many people see proven relief of their symptoms and complaints by complementary medicine.
micro_b053.xml,objections,However there is no substantiated data that this healing isn't simply due to the placebo effect.
micro_b053.xml,objections,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
micro_b054.xml,claims,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
micro_b054.xml,objections,"Admittedly the fields have currently become an attractive leisure park with sporting areas for many visitors and Berliners, especially in spring and summer."
micro_b055.xml,claims,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
micro_b055.xml,objections,Many opponents of the pill point out that this does away with the consultation at the doctor's and many women take it unnecessarily.
micro_b055.xml,objections,"However, the fact is that we pharmacists are legally required to inform the patients and possess the same subject matter expertise as doctors."
micro_b056.xml,claims,the EU should intervene right away.
micro_b056.xml,objections,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure."
micro_b056.xml,objections,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,"
micro_b057.xml,claims,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
micro_b057.xml,objections,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves."
micro_b058.xml,claims,It would be fair to make them into an Olympic event.
micro_b058.xml,objections,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
micro_b058.xml,objections,"Perhaps it is less thrilling for a spectator than for the player,"
micro_b059.xml,claims,A cap on rent increases upon tenant change is therefore not to be supported.
micro_b059.xml,objections,one should not deny longstanding owners the opportunity to adjust their returns to market level.
micro_b059.xml,objections,"Even if one might think that additional rent control is needed besides the current tenant protection,"
micro_b060.xml,claims,Opening on Sundays and holidays would therefore help both customers and shops.
micro_b060.xml,objections,"Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,"
micro_b060.xml,objections,then again supermarkets and large shopping centres dominate the market today already.
micro_b061.xml,claims,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
micro_b061.xml,objections,"In individual cases they may indeed act as a deterrent,"
micro_b062.xml,claims,I am not of the opinion that the retirement age should be set at 63 years.
micro_b064.xml,claims,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
micro_d01.xml,claims,Freddy and I must be siblings.
micro_d01.xml,objections,But that much of a coincidence is simply impossible.
micro_d01.xml,objections,My parents say this could also be pure coincidence.
micro_d02.xml,claims,Berlin's basketball team has just come out of a sobering season.
micro_d02.xml,claims,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
micro_d02.xml,objections,but given the cost of the star-players one could've expected more.
micro_d02.xml,objections,"Indeed the team ended up third in the league,"
micro_d03.xml,claims,It was clearly a mistake to include Tom in our football team.
micro_d03.xml,objections,although he plays very well without training.
micro_d04.xml,claims,That's why everyone should have an anti-virus programme on his or her Windows machine.
micro_d04.xml,objections,"Admittedly they do not generally prevent you from catching a virus,"
micro_d05.xml,claims,Today I will delete my Facebook account.
micro_d05.xml,objections,And yet now I'll actually have all the more time for them.
micro_d05.xml,objections,Facebook warns me emphatically that I may lose contact with my friends.
micro_d06.xml,claims,Peter should close his snack bar as soon as possible.
micro_d06.xml,objections,but that won't do the trick if the whole neighbourhood is going down the drain in the end.
micro_d06.xml,objections,"Of course he could do another big ad campaign,"
micro_d07.xml,claims,The current tour of Tokio Hotel is breaking all records.
micro_d07.xml,claims,in Japan there was one exceeding 3.2km –
micro_d07.xml,objections,"aside from, perhaps, during the heyday of Take That."
micro_d08.xml,claims,you should buy IBM shares if you want to invest.
micro_d08.xml,objections,"Although IBM's numbers haven't been staggering recently,"
micro_d08.xml,objections,"and the mood in the stock market could be better on the whole,"
micro_d09.xml,claims,"You should watch less television,"
micro_d09.xml,claims,like your brother.
micro_d09.xml,objections,but you tend to watch Big Brother and X-Diaries.
micro_d09.xml,objections,"It would be an exception if you only watched quiz shows,"
micro_d10.xml,claims,In a few decades our society will have a disproportionate number of old people:
micro_d10.xml,objections,these short-term fluctuations in birth rates don't change the general trend at all.
micro_d10.xml,objections,"Although having children has become more fashionable again in recent years,"
micro_d11.xml,claims,We should go to the Baltic Sea on the weekend.
micro_d11.xml,objections,even if I do have to prepare a presentation for Tuesday.
micro_d12.xml,claims,I can only recommend the new smartphone XYZ-123 to everyone.
micro_d12.xml,objections,"Of course the camera could be better,"
micro_d12.xml,objections,But for snap shots that's still enough.
micro_d13.xml,claims,Thus one of his ex-girlfriends must have been there.
micro_d13.xml,objections,But even without an ex-girlfriend he would never touch that.
micro_d13.xml,objections,Ralf does insist that they drank advocaat together.
micro_d14.xml,claims,I think Fritz has never been in a fight in his life.
micro_d14.xml,claims,"Yesterday, when the bouncer wouldn't let us in, he was suddenly gone."
micro_d14.xml,objections,"As a boy he did use to scuffle with the other choirboys,"
micro_d14.xml,objections,but that hardly counts as a proper brawl.
micro_d15.xml,claims,"This is why we need more police presence in public transport,"
micro_d15.xml,objections,even if there are actually designated in-house security forces.
micro_d16.xml,claims,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year."
micro_d16.xml,objections,There are parliamentary elections soon
micro_d17.xml,claims,We should thus all limit our consumption of meat rigorously.
micro_d17.xml,objections,"However, no serious economist has confirmed this prediction to date."
micro_d17.xml,objections,One could worry that our farmers would then run into economic difficulties.
micro_d18.xml,claims,We urgently need a midfield replacement for the coming match.
micro_d18.xml,objections,but that would only make the injury worse in the long run.
micro_d18.xml,objections,"The doctor was able to sign him off as fit for play with enough painkillers,"
micro_d19.xml,claims,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount."
micro_d19.xml,claims,That's why we should not allow any additional bank rescues.
micro_d19.xml,objections,But even with that tiny amount you could do a lot of good elsewhere.
micro_d19.xml,objections,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.
micro_d20.xml,claims,The prototype of Audi's new sports car has car lovers raving.
micro_d20.xml,objections,"The steering system may still need a bit of tweaking,"
micro_d21.xml,claims,A commercially available bulb may contain for example up to five milligrams of mercury.
micro_d21.xml,claims,"That's why they should be taken off the market,"
micro_d21.xml,objections,But precisely this is unfortunately not the case.
micro_d21.xml,objections,unless they're unbreakable.
micro_d22.xml,claims,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.
micro_d22.xml,objections,but you shouldn't bother hoping for that.
micro_d22.xml,objections,"Of course a higher federal subsidy would be even better for Berlin's coffers,"
micro_d23.xml,claims,Tomorrow I will skydive for the first time in my life.
micro_d23.xml,objections,"Yes, there is a certain risk to life."
micro_k001.xml,claims,Not everyone should be obliged to pay the TV & radio licence.
micro_k001.xml,objections,The TV & radio licence enables economically independent journalism.
micro_k001.xml,objections,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
micro_k002.xml,claims,Actually it would be justified if all German universities charged tuition fees.
micro_k003.xml,claims,Current regulations for the calculation of the total grade should therefore be maintained.
micro_k003.xml,objections,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
micro_k003.xml,objections,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
micro_k004.xml,claims,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
micro_k004.xml,claims,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
micro_k004.xml,objections,This may be a change for the employees that cannot to be implemented easily.
micro_k004.xml,objections,"However, especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week."
micro_k006.xml,claims,We don't need it.
micro_k006.xml,objections,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies."
micro_k006.xml,objections,"However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence."
micro_k007.xml,claims,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
micro_k007.xml,objections,However then you'd have a worse overview of which shop is open on a given day.
micro_k008.xml,claims,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
micro_k008.xml,objections,"Higher fines may not be ideal, particularly for financially weaker individuals,"
micro_k008.xml,objections,but cleaning up after their dogs does happen to be the obligation of the owners.
micro_k009.xml,claims,Germany should by no means introduce capital punishment.
micro_k009.xml,objections,although they have taken or destroyed another life?
micro_k009.xml,objections,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
micro_k010.xml,claims,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
micro_k010.xml,objections,Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.
micro_k010.xml,objections,"That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway."
micro_k011.xml,claims,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
micro_k011.xml,objections,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
micro_k012.xml,claims,German universities should on no account charge tuition fees.
micro_k012.xml,objections,But what is the good of a wonderfully outfitted university if it doesn't actually allow the majority of clever people to broaden their horizons with all that great equipment?
micro_k012.xml,objections,One could argue that an increase in tuition fees would allow institutions to be better equipped.
micro_k013.xml,claims,Hence it is good when shops are not open on Sundays and public holidays.
micro_k013.xml,objections,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
micro_k013.xml,objections,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
micro_k014.xml,claims,"Intelligence services should be more closely regulated by parliament,"
micro_k014.xml,objections,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
micro_k015.xml,claims,"BER should be re-conceptualized from scratch,"
micro_k015.xml,objections,and this would delay the date of completion indefinitely.
micro_k015.xml,objections,even if billions of Euros have already been invested in the existing airport project
micro_k016.xml,claims,the EU should not intervene in local politics.
micro_k016.xml,objections,"Despite the severe clashes in Kiev, which at times have threatened to escalate,"
micro_k016.xml,objections,"and the Ukrainian opposition is primarily interested in installing a robust democracy,"
micro_k016.xml,objections,"Although Ukraine is a European country,"
micro_k017.xml,claims,"The implementation of retirement at 63 is no longer socially sustainable,"
micro_k017.xml,objections,"but without sufficient, well-qualified junior employees there is hardly a possibility for adequate pension financing."
micro_k017.xml,objections,"Admittedly the number of immigrants is constantly rising in Germany,"
micro_k018.xml,claims,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
micro_k018.xml,objections,"Even though politicians stress the Christian character of our country,"
micro_k019.xml,claims,everyone should chip in.
micro_k019.xml,objections,Admittedly trash and turmoil are exactly what the majority of people want to see.
micro_k019.xml,objections,But to therefore offer TV according to audience rates only would be dangerous.
micro_k020.xml,claims,The state ought to prevent murder - not avenge it.
micro_k021.xml,claims,A constant increase in rent upon a change of tenants hence cannot be desired by society.
micro_k021.xml,objections,Everyone should be able to get the utmost profit from his or her property.
micro_k021.xml,objections,"A fixing of rent prices according to the market alone, however, will lead to a further division of society."
micro_k022.xml,claims,It is quite clear that Sunday should remain a day of rest.
micro_k023.xml,claims,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
micro_k023.xml,objections,"For a good overall grade opens many doors,"
micro_k023.xml,objections,but is not of top priority for employers.
micro_k024.xml,claims,"Dog owners should pay higher fines for dog dirt left on pavements,"
micro_k024.xml,objections,although there aren't enough bins and bag-dispensers for dog dirt.
micro_k025.xml,claims,"Still, the state needs the death penalty as a deterrent to horrific crimes."
micro_k025.xml,objections,"Capital punishment is not a solution,"
micro_k027.xml,claims,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
micro_k027.xml,objections,However it is obvious that the license fee officers are not in a position to check the usage of every single device.
micro_k029.xml,claims,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
micro_k029.xml,objections,women should still be informed about the risks and have a gynaecological examination before taking it.
micro_k029.xml,objections,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
micro_k031.xml,claims,Increasing penalties is therefore the right way.
micro_k031.xml,objections,"but similar rules are often in place for bicycles on park paths, after all."
micro_k031.xml,objections,"A fine for leaving dog waste behind admittedly seems rather authoritarian,"
