filename,type,text
micro_b062.xml,premises,as upon introduction many current employees of advanced age would immediately be eligible to retire.
micro_b064.xml,premises,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
micro_b064.xml,premises,For safety reasons alone I find continued operation wrong.
micro_b064.xml,premises,These areas will be upgraded economically due to these factors (housing health and employment).
micro_b064.xml,premises,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
micro_b064.xml,premises,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
micro_d01.xml,premises,We both have the exact same two moles on our left arm
micro_d02.xml,premises,Especially the home games have seen the team stay behind expectations.
micro_d03.xml,premises,"He's just not a team player, and often goes it alone."
micro_d03.xml,premises,But the worst thing is his habit of always complaining to the referee.
micro_d03.xml,premises,"Plus he comes to training way too rarely,"
micro_d04.xml,premises,Anti-virus software protects the users of a computer from dangers from the internet.
micro_d04.xml,premises,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update."
micro_d04.xml,premises,since they can only react to publicly known threats.
micro_d05.xml,premises,Not only because I'm constantly astonished about who wants to be my friend.
micro_d05.xml,premises,I'm also tired of my data boosting the market value of that corporation.
micro_d06.xml,premises,"Pricing pressures are just too high,"
micro_d06.xml,premises,and his pool of customers is shrinking constantly.
micro_d07.xml,premises,Never have there been longer queues at the advance ticket offices –
micro_d07.xml,premises,But at times even the online sales outlets haven't been coping with the demand.
micro_d08.xml,premises,"and in addition, such a share is not as sensitive as those of other IT companies."
micro_d08.xml,premises,"Because for one thing, their products will still sell in bad times,"
micro_d09.xml,premises,"as too much TV makes you stupid in the long run,"
micro_d10.xml,premises,"the life expectancy is constantly rising,"
micro_d11.xml,premises,"According to the weather report it'll be perfect beach weather,"
micro_d11.xml,premises,"Besides, I get to use my folks' big, comfy car."
micro_d12.xml,premises,as it only has mediocre resolution
micro_d13.xml,premises,"Whenever Peter bumps into an ex-girlfriend at a party, he forgoes any further consumption of alcohol just in case."
micro_d14.xml,premises,And he always chickens out when things get dicey.
micro_d15.xml,premises,"Every day passengers are harassed by hooligans and drunks on the underground, trains and busses."
micro_d15.xml,premises,Also the rules of the public transportation services are rarely observed.
micro_d15.xml,premises,Passengers would definitely feel safer then.
micro_d16.xml,premises,Too many promises have not been kept.
micro_d16.xml,premises,Voters have become more sceptical.
micro_d17.xml,premises,Excessive consumption of meat is unhealthy.
micro_d17.xml,premises,"Furthermore, the production of meat is comparably resource-intensive."
micro_d18.xml,premises,Schweinsteiger has now been injured for three days.
micro_d18.xml,premises,And a young substitute always invigorates the team.
micro_d19.xml,premises,"A bank bailout is very, very costly."
micro_d20.xml,premises,But aside from that the car caters to pretty much every wish.
micro_d20.xml,premises,"as the car jack-knifes at higher speeds,"
micro_d21.xml,premises,Energy saving light bulbs contain a significant amount of toxins.
micro_d22.xml,premises,"Large events that stir national or even international attention attract many visitors,"
micro_d23.xml,premises,But I want to experience this incredible moment of freedom that skydivers report time and again.
micro_d23.xml,premises,"Besides, Jochen was given a parachute jump the other day as a gift,"
micro_k001.xml,premises,Particularly the younger generations are no longer dependent on the programming of public broadcasters.
micro_k001.xml,premises,"US series are preferred over “Tatort”,"
micro_k001.xml,premises,and online magazines are turned to instead of the “Tagesthemen”.
micro_k002.xml,premises,"As long as it is ensured that the funds really benefit the universities directly, one can continue to regard this as social justice."
micro_k002.xml,premises,"To oblige non-academics to finance others' degrees through taxes, however, is not just."
micro_k002.xml,premises,"Those who study later decide this early on, anyway."
micro_k002.xml,premises,It's always possible to take out a student loan or to earn a scholarship.
micro_k003.xml,premises,Usually you only have eight weeks to complete a bachelor thesis in linguistics degrees.
micro_k004.xml,premises,"Considering the growing digitization of society, the traditional model of the weekend will soon be obsolete."
micro_k006.xml,premises,Plus we don't live in medieval times anymore.
micro_k006.xml,premises,Handing out capital punishment is unethical.
micro_k007.xml,premises,"For in this way, Sunday shopping days would be better spread out through the year."
micro_k007.xml,premises,Also streets and shops would presumably be emptier
micro_k007.xml,premises,as not everyone would be open on the same day.
micro_k008.xml,premises,which in turn would result in generally clean pavements.
micro_k009.xml,premises,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
micro_k009.xml,premises,Capital punishment would be murder and would have to be punished with the death penalty itself.
micro_k009.xml,premises,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on"
micro_k010.xml,premises,"In some cases there are only shows for older generations on at prime times, so why then should everyone pay for this?"
micro_k010.xml,premises,"By now you have advertising on all channels,"
micro_k010.xml,premises,so there's no advantage for the current paying viewers of the public broadcasters.
micro_k011.xml,premises,"That the landlords are then slightly restricted in the administration of their property is not a problem,"
micro_k011.xml,premises,as they have more pull in the end anyway.
micro_k011.xml,premises,"and also the tenants,"
micro_k011.xml,premises,"as they can adjust their expenses through the increase,"
micro_k011.xml,premises,as they can plan for a maximum rent increase.
micro_k011.xml,premises,"they’re very bad however, if the rent suddenly climbs by €100 or €200."
micro_k011.xml,premises,"This helps the landlords,"
micro_k011.xml,premises,With those kinds of amounts you think twice about whether you really want to stay in the flat.
micro_k012.xml,premises,This would simply mean that only those people with wealthy parents or a previous education and a part-time job while studying would be able to apply for a degree programme in the first place.
micro_k012.xml,premises,Even without tuition fees half of the student population has to work while studying and hence has less time for studying or recreation.
micro_k013.xml,premises,Supermarket employees and people who work in shopping centres also have the right to a Sunday off work.
micro_k013.xml,premises,"Likewise public holidays should remain what they are: for some a day of introspection, for others a paid day off that is not taken away from the annual paid leave proper."
micro_k014.xml,premises,"for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services."
micro_k014.xml,premises,as ultimately this decision is in the hands of the respective government leaders.
micro_k014.xml,premises,Checks could contribute to restricting the so far rather opaque scope of action of individual services.
micro_k015.xml,premises,Both the drawn-out building operations and the mounting safety issues show clear shortcomings in the entire planning.
micro_k016.xml,premises,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.
micro_k017.xml,premises,"as the population in Germany has, viewed demographically, a disproportionate number of old people,"
micro_k017.xml,premises,and constantly declining birth rates are being recorded.
micro_k018.xml,premises,Our society is in danger of overheating due to 'never clocking off'.
micro_k018.xml,premises,Rather it should give people the chance to have a mental break.
micro_k018.xml,premises,the last 20 years have seen the Sunday off work increasingly sacrificed to commerce.
micro_k018.xml,premises,"But after all, the purpose of having a day off is not just to make time to go to church."
micro_k019.xml,premises,The thought of television exclusively made up of private channels scares me.
micro_k019.xml,premises,Only in public TV programmes can viewers get information that is not profit-oriented.
micro_k020.xml,premises,Despite the death penalty there are significantly more homicides in the US than in Germany.
micro_k020.xml,premises,Fear of punishment hence does not deter murderers.
micro_k020.xml,premises,A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.
micro_k020.xml,premises,'An eye for an eye' seems to miss the point.
micro_k021.xml,premises,'Property entails commitment' is one of the tenets of our social order.
micro_k021.xml,premises,The rich and poor live in different neighbourhoods.
micro_k022.xml,premises,"Furthermore, there's no need to keep shops open on Sundays."
micro_k022.xml,premises,"For you can go shopping 6 days a week,"
micro_k022.xml,premises,otherwise there will be a new kind of leisure activity where people spend their time in supermarkets instead of outside or in conversation etc.
micro_k022.xml,premises,as shops are open till 10pm on some days.
micro_k022.xml,premises,"Thus Sundays should remain a day for getting together with family,"
micro_k023.xml,premises,After all one doesn't excel in every subject.
micro_k023.xml,premises,"With a BA dissertation one can, however, demonstrate interests and subject matter expertise particularly well."
micro_k024.xml,premises,Besides you're not allowed to leave other rubbish without punishment.
micro_k024.xml,premises,for they are there for our recreation.
micro_k024.xml,premises,"The city, especially the green spaces, should be kept tidy after all,"
micro_k024.xml,premises,One reason for this is that they have thus far hardly had to fear the consequences despite the obligation to clean up.
micro_k024.xml,premises,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all."
micro_k025.xml,premises,as it cannot be ruled out that the judicial process may make mistakes.
micro_k025.xml,premises,"Criminals should not be put in luxury prisons, though."
micro_k025.xml,premises,"After all there are criminals who enjoy 'living' in prison for its decent board, no taxes to be paid, no stress with work."
micro_k027.xml,premises,After all there are many people in Germany who pay the fee although they merely use a computer to work.
micro_k027.xml,premises,"Yet the fees are demanded from everybody who does not apply for a waiver, no matter how many receiver devices actually exist in the household and how they are being used."
micro_k029.xml,premises,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.
micro_k031.xml,premises,Pieces of dog poo on the pavements are a real danger.
micro_k031.xml,premises,A dog dirt-free city will be more attractive not only for its residents but also for tourists!
micro_k031.xml,premises,Time and again children or the elderly slip on them.
