filename,type,text
micro_b026.xml,claims,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
micro_b027.xml,claims,The death penalty should be abandoned everywhere.
micro_b028.xml,claims,The universities in Germany should not under any circumstances charge tuition fees.
micro_b029.xml,claims,The TV/radio licence fee can only be required of all citizens/households equally.
micro_b030.xml,claims,School uniforms should not be worn in our schools.
micro_b031.xml,claims,"One should not re-introduce capital punishment in Germany,"
micro_b032.xml,claims,There should be a higher fine for dog dirt on the pavement.
micro_b033.xml,claims,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
micro_b034.xml,claims,Tuition fees should not generally be charged by universities.
micro_b035.xml,claims,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b036.xml,claims,"including planning abilities, reaction time, and reasoning to name but a few."
micro_b036.xml,claims,Video games ought to be included in the ranks of Olympic events.
micro_b037.xml,claims,The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b038.xml,claims,School uniforms should be introduced in our schools again.
micro_b039.xml,claims,The EU should exert influence on the political events in Ukraine.
micro_b040.xml,claims,There should be much higher fines for dog dirt left on pavements.
micro_b041.xml,claims,Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b042.xml,claims,dispensing it without medical advice would be inappropriate.
micro_b042.xml,claims,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b044.xml,claims,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b045.xml,claims,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b046.xml,claims,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b047.xml,claims,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b048.xml,claims,Therefore universities should not charge tuition fees in Germany.
micro_b049.xml,claims,Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b050.xml,claims,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b051.xml,claims,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
micro_b052.xml,claims,the statutory retirement age should in the future not remain at 63 years.
micro_b053.xml,claims,That's why the statutory health insurance companies should not cover such treatments.
micro_b054.xml,claims,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
micro_b055.xml,claims,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
micro_b056.xml,claims,the EU should intervene right away.
micro_b057.xml,claims,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
micro_b058.xml,claims,It would be fair to make them into an Olympic event.
micro_b059.xml,claims,A cap on rent increases upon tenant change is therefore not to be supported.
micro_b060.xml,claims,Opening on Sundays and holidays would therefore help both customers and shops.
micro_b061.xml,claims,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
micro_b062.xml,claims,I am not of the opinion that the retirement age should be set at 63 years.
micro_b064.xml,claims,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
micro_d01.xml,claims,Freddy and I must be siblings.
micro_d02.xml,claims,A sad highlight: Losing 60:87 to the weakish Mannheimers in a sold-out stadium.
micro_d02.xml,claims,Berlin's basketball team has just come out of a sobering season.
micro_d03.xml,claims,It was clearly a mistake to include Tom in our football team.
micro_d04.xml,claims,That's why everyone should have an anti-virus programme on his or her Windows machine.
micro_d05.xml,claims,Today I will delete my Facebook account.
micro_d06.xml,claims,Peter should close his snack bar as soon as possible.
micro_d07.xml,claims,in Japan there was one exceeding 3.2km –
micro_d07.xml,claims,The current tour of Tokio Hotel is breaking all records.
micro_d08.xml,claims,you should buy IBM shares if you want to invest.
micro_d09.xml,claims,like your brother.
micro_d09.xml,claims,"You should watch less television,"
micro_d10.xml,claims,In a few decades our society will have a disproportionate number of old people:
micro_d11.xml,claims,We should go to the Baltic Sea on the weekend.
micro_d12.xml,claims,I can only recommend the new smartphone XYZ-123 to everyone.
micro_d13.xml,claims,Thus one of his ex-girlfriends must have been there.
micro_d14.xml,claims,I think Fritz has never been in a fight in his life.
micro_d14.xml,claims,"Yesterday, when the bouncer wouldn't let us in, he was suddenly gone."
micro_d15.xml,claims,"This is why we need more police presence in public transport,"
micro_d16.xml,claims,"Nevertheless the head of government, Merkel, had better restrain herself in announcing handouts this year."
micro_d17.xml,claims,We should thus all limit our consumption of meat rigorously.
micro_d18.xml,claims,We urgently need a midfield replacement for the coming match.
micro_d19.xml,claims,That's why we should not allow any additional bank rescues.
micro_d19.xml,claims,"For instance, the taxpayer stood in for the failed bank 'Hypo Real Estate' with a three-figure billion amount."
micro_d20.xml,claims,The prototype of Audi's new sports car has car lovers raving.
micro_d21.xml,claims,"That's why they should be taken off the market,"
micro_d21.xml,claims,A commercially available bulb may contain for example up to five milligrams of mercury.
micro_d22.xml,claims,Hence the Mayor of Berlin ought to keep the hurdles for organizing such events as low as possible.
micro_d23.xml,claims,Tomorrow I will skydive for the first time in my life.
micro_k001.xml,claims,Not everyone should be obliged to pay the TV & radio licence.
micro_k002.xml,claims,Actually it would be justified if all German universities charged tuition fees.
micro_k003.xml,claims,Current regulations for the calculation of the total grade should therefore be maintained.
micro_k004.xml,claims,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
micro_k004.xml,claims,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
micro_k006.xml,claims,We don't need it.
micro_k007.xml,claims,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
micro_k008.xml,claims,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
micro_k009.xml,claims,Germany should by no means introduce capital punishment.
micro_k010.xml,claims,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
micro_k011.xml,claims,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
micro_k012.xml,claims,German universities should on no account charge tuition fees.
micro_k013.xml,claims,Hence it is good when shops are not open on Sundays and public holidays.
micro_k014.xml,claims,"Intelligence services should be more closely regulated by parliament,"
micro_k015.xml,claims,"BER should be re-conceptualized from scratch,"
micro_k016.xml,claims,the EU should not intervene in local politics.
micro_k017.xml,claims,"The implementation of retirement at 63 is no longer socially sustainable,"
micro_k018.xml,claims,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
micro_k019.xml,claims,everyone should chip in.
micro_k020.xml,claims,The state ought to prevent murder - not avenge it.
micro_k021.xml,claims,A constant increase in rent upon a change of tenants hence cannot be desired by society.
micro_k022.xml,claims,It is quite clear that Sunday should remain a day of rest.
micro_k023.xml,claims,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
micro_k024.xml,claims,"Dog owners should pay higher fines for dog dirt left on pavements,"
micro_k025.xml,claims,"Still, the state needs the death penalty as a deterrent to horrific crimes."
micro_k027.xml,claims,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
micro_k029.xml,claims,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
micro_k031.xml,claims,Increasing penalties is therefore the right way.
