file_id_1,file_id_2,topic_1,topic_2,pair_type,smatch_score,text_1,text_2
micro_b001,micro_b029,waste_separation,public_broadcasting_fees_on_demand,different_topic,27.0,We Berliners should take the chance and become pioneers in waste separation!,The TV/radio licence fee can only be required of all citizens/households equally.
micro_b001,micro_b030,waste_separation,school_uniforms,different_topic,13.0,We Berliners should take the chance and become pioneers in waste separation!,School uniforms should not be worn in our schools.
micro_b001,micro_b031,waste_separation,introduce_capital_punishment,different_topic,18.0,We Berliners should take the chance and become pioneers in waste separation!,"One should not re-introduce capital punishment in Germany,"
micro_b001,micro_b032,waste_separation,higher_dog_poo_fines,different_topic,17.0,We Berliners should take the chance and become pioneers in waste separation!,There should be a higher fine for dog dirt on the pavement.
micro_b001,micro_b033,waste_separation,partial_housing_development_at_Tempelhofer_Feld,different_topic,26.0,We Berliners should take the chance and become pioneers in waste separation!,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
micro_b001,micro_b034,waste_separation,charge_tuition_fees,different_topic,13.0,We Berliners should take the chance and become pioneers in waste separation!,Tuition fees should not generally be charged by universities.
micro_b001,micro_b035,waste_separation,health_insurance_cover_complementary_medicine,different_topic,30.0,We Berliners should take the chance and become pioneers in waste separation!,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b001,micro_b036,waste_separation,make_video_games_olympic,different_topic,17.0,We Berliners should take the chance and become pioneers in waste separation!,Video games ought to be included in the ranks of Olympic events.
micro_b001,micro_b036,waste_separation,make_video_games_olympic,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,"including planning abilities, reaction time, and reasoning to name but a few."
micro_b001,micro_b037,waste_separation,over_the_counter_morning_after_pill,different_topic,16.0,We Berliners should take the chance and become pioneers in waste separation!,The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b001,micro_b038,waste_separation,school_uniforms,different_topic,14.0,We Berliners should take the chance and become pioneers in waste separation!,School uniforms should be introduced in our schools again.
micro_b001,micro_b039,waste_separation,EU_influence_on_political_events_in_Ukraine,different_topic,21.0,We Berliners should take the chance and become pioneers in waste separation!,The EU should exert influence on the political events in Ukraine.
micro_b001,micro_b040,waste_separation,higher_dog_poo_fines,different_topic,21.0,We Berliners should take the chance and become pioneers in waste separation!,There should be much higher fines for dog dirt left on pavements.
micro_b001,micro_b041,waste_separation,stricter_regulation_of_intelligence_services,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b001,micro_b042,waste_separation,over_the_counter_morning_after_pill,different_topic,12.0,We Berliners should take the chance and become pioneers in waste separation!,dispensing it without medical advice would be inappropriate.
micro_b001,micro_b042,waste_separation,over_the_counter_morning_after_pill,different_topic,33.0,We Berliners should take the chance and become pioneers in waste separation!,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b001,micro_b044,waste_separation,TXL_airport_remain_operational_after_BER_opening,different_topic,30.0,We Berliners should take the chance and become pioneers in waste separation!,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b001,micro_b045,waste_separation,buy_tax_evader_data_from_dubious_sources,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b001,micro_b046,waste_separation,stricter_regulation_of_intelligence_services,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b001,micro_b047,waste_separation,over_the_counter_morning_after_pill,different_topic,25.0,We Berliners should take the chance and become pioneers in waste separation!,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b001,micro_b048,waste_separation,charge_tuition_fees,different_topic,18.0,We Berliners should take the chance and become pioneers in waste separation!,Therefore universities should not charge tuition fees in Germany.
micro_b001,micro_b049,waste_separation,increase_weight_of_BA_thesis_in_final_grade,different_topic,25.0,We Berliners should take the chance and become pioneers in waste separation!,Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b001,micro_b050,waste_separation,keep_retirement_at_63,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b001,micro_b051,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,33.0,We Berliners should take the chance and become pioneers in waste separation!,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
micro_b001,micro_b052,waste_separation,keep_retirement_at_63,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,the statutory retirement age should in the future not remain at 63 years.
micro_b001,micro_b053,waste_separation,health_insurance_cover_complementary_medicine,different_topic,24.0,We Berliners should take the chance and become pioneers in waste separation!,That's why the statutory health insurance companies should not cover such treatments.
micro_b001,micro_b054,waste_separation,partial_housing_development_at_Tempelhofer_Feld,different_topic,33.0,We Berliners should take the chance and become pioneers in waste separation!,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
micro_b001,micro_b055,waste_separation,over_the_counter_morning_after_pill,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
micro_b001,micro_b056,waste_separation,EU_influence_on_political_events_in_Ukraine,different_topic,11.0,We Berliners should take the chance and become pioneers in waste separation!,the EU should intervene right away.
micro_b001,micro_b057,waste_separation,keep_retirement_at_63,different_topic,31.0,We Berliners should take the chance and become pioneers in waste separation!,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
micro_b001,micro_b058,waste_separation,make_video_games_olympic,different_topic,13.0,We Berliners should take the chance and become pioneers in waste separation!,It would be fair to make them into an Olympic event.
micro_b001,micro_b059,waste_separation,cap_rent_increases,different_topic,19.0,We Berliners should take the chance and become pioneers in waste separation!,A cap on rent increases upon tenant change is therefore not to be supported.
micro_b001,micro_b060,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,Opening on Sundays and holidays would therefore help both customers and shops.
micro_b001,micro_b061,waste_separation,higher_dog_poo_fines,different_topic,28.0,We Berliners should take the chance and become pioneers in waste separation!,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
micro_b001,micro_b062,waste_separation,keep_retirement_at_63,different_topic,18.0,We Berliners should take the chance and become pioneers in waste separation!,I am not of the opinion that the retirement age should be set at 63 years.
micro_b001,micro_b064,waste_separation,TXL_airport_remain_operational_after_BER_opening,different_topic,23.0,We Berliners should take the chance and become pioneers in waste separation!,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
micro_b001,micro_k001,waste_separation,public_broadcasting_fees_on_demand,different_topic,18.0,We Berliners should take the chance and become pioneers in waste separation!,Not everyone should be obliged to pay the TV & radio licence.
micro_b001,micro_k002,waste_separation,charge_tuition_fees,different_topic,21.0,We Berliners should take the chance and become pioneers in waste separation!,Actually it would be justified if all German universities charged tuition fees.
micro_b001,micro_k003,waste_separation,increase_weight_of_BA_thesis_in_final_grade,different_topic,16.0,We Berliners should take the chance and become pioneers in waste separation!,Current regulations for the calculation of the total grade should therefore be maintained.
micro_b001,micro_k004,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,26.0,We Berliners should take the chance and become pioneers in waste separation!,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
micro_b001,micro_k004,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,47.0,We Berliners should take the chance and become pioneers in waste separation!,"Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
micro_b001,micro_k006,waste_separation,introduce_capital_punishment,different_topic,7.0,We Berliners should take the chance and become pioneers in waste separation!,We don't need it.
micro_b001,micro_k007,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,29.0,We Berliners should take the chance and become pioneers in waste separation!,Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
micro_b001,micro_k008,waste_separation,higher_dog_poo_fines,different_topic,27.0,We Berliners should take the chance and become pioneers in waste separation!,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
micro_b001,micro_k009,waste_separation,introduce_capital_punishment,different_topic,15.0,We Berliners should take the chance and become pioneers in waste separation!,Germany should by no means introduce capital punishment.
micro_b001,micro_k010,waste_separation,public_broadcasting_fees_on_demand,different_topic,31.0,We Berliners should take the chance and become pioneers in waste separation!,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
micro_b001,micro_k011,waste_separation,cap_rent_increases,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,"If there must be rent increases, there should also be a cap to avoid nasty surprises."
micro_b001,micro_k012,waste_separation,charge_tuition_fees,different_topic,18.0,We Berliners should take the chance and become pioneers in waste separation!,German universities should on no account charge tuition fees.
micro_b001,micro_k013,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,21.0,We Berliners should take the chance and become pioneers in waste separation!,Hence it is good when shops are not open on Sundays and public holidays.
micro_b001,micro_k014,waste_separation,stricter_regulation_of_intelligence_services,different_topic,20.0,We Berliners should take the chance and become pioneers in waste separation!,"Intelligence services should be more closely regulated by parliament,"
micro_b001,micro_k015,waste_separation,TXL_airport_remain_operational_after_BER_opening,different_topic,13.0,We Berliners should take the chance and become pioneers in waste separation!,"BER should be re-conceptualized from scratch,"
micro_b001,micro_k016,waste_separation,EU_influence_on_political_events_in_Ukraine,different_topic,14.0,We Berliners should take the chance and become pioneers in waste separation!,the EU should not intervene in local politics.
micro_b001,micro_k017,waste_separation,keep_retirement_at_63,different_topic,19.0,We Berliners should take the chance and become pioneers in waste separation!,"The implementation of retirement at 63 is no longer socially sustainable,"
micro_b001,micro_k018,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,26.0,We Berliners should take the chance and become pioneers in waste separation!,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
micro_b001,micro_k019,waste_separation,public_broadcasting_fees_on_demand,different_topic,6.0,We Berliners should take the chance and become pioneers in waste separation!,everyone should chip in.
micro_b001,micro_k020,waste_separation,introduce_capital_punishment,different_topic,15.0,We Berliners should take the chance and become pioneers in waste separation!,The state ought to prevent murder - not avenge it.
micro_b001,micro_k021,waste_separation,cap_rent_increases,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,A constant increase in rent upon a change of tenants hence cannot be desired by society.
micro_b001,micro_k022,waste_separation,allow_shops_to_open_on_holidays_and_sundays,different_topic,16.0,We Berliners should take the chance and become pioneers in waste separation!,It is quite clear that Sunday should remain a day of rest.
micro_b001,micro_k023,waste_separation,increase_weight_of_BA_thesis_in_final_grade,different_topic,31.0,We Berliners should take the chance and become pioneers in waste separation!,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
micro_b001,micro_k024,waste_separation,higher_dog_poo_fines,different_topic,26.0,We Berliners should take the chance and become pioneers in waste separation!,"Dog owners should pay higher fines for dog dirt left on pavements,"
micro_b001,micro_k025,waste_separation,introduce_capital_punishment,different_topic,16.0,We Berliners should take the chance and become pioneers in waste separation!,"Still, the state needs the death penalty as a deterrent to horrific crimes."
micro_b001,micro_k027,waste_separation,public_broadcasting_fees_on_demand,different_topic,27.0,We Berliners should take the chance and become pioneers in waste separation!,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
micro_b001,micro_k029,waste_separation,over_the_counter_morning_after_pill,different_topic,22.0,We Berliners should take the chance and become pioneers in waste separation!,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
micro_b001,micro_k031,waste_separation,higher_dog_poo_fines,different_topic,10.0,We Berliners should take the chance and become pioneers in waste separation!,Increasing penalties is therefore the right way.
micro_b002,micro_b003,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,17.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Health insurance companies should not cover treatment in complementary medicine
micro_b002,micro_b004,higher_dog_poo_fines,public_broadcasting_fees_on_demand,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
micro_b002,micro_b005,higher_dog_poo_fines,stricter_regulation_of_intelligence_services,different_topic,22.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Intelligence services must urgently be regulated more tightly by parliament;
micro_b002,micro_b006,higher_dog_poo_fines,introduce_capital_punishment,different_topic,21.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The death penalty is a legal means that as such is not practicable in Germany.
micro_b002,micro_b007,higher_dog_poo_fines,higher_dog_poo_fines,same_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why causing such obstacles must to be more urgently punished.
micro_b002,micro_b008,higher_dog_poo_fines,over_the_counter_morning_after_pill,different_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why a visit to the doctor and professional advice should remain mandatory.
micro_b002,micro_b009,higher_dog_poo_fines,cap_rent_increases,different_topic,44.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.
micro_b002,micro_b010,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Alternative treatments should be subsidized in the same way as conventional treatments,"
micro_b002,micro_b011,higher_dog_poo_fines,higher_dog_poo_fines,same_topic,23.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For dog dirt left on the pavement dog owners should by all means pay a bit more.
micro_b002,micro_b012,higher_dog_poo_fines,school_uniforms,different_topic,46.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power."
micro_b002,micro_b013,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Health insurance companies should naturally cover alternative medical treatments.
micro_b002,micro_b014,higher_dog_poo_fines,public_broadcasting_fees_on_demand,different_topic,44.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc."
micro_b002,micro_b015,higher_dog_poo_fines,allow_shops_to_open_on_holidays_and_sundays,different_topic,21.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Well, I as an employee find it very practical to be able to shop at least on weekends."
micro_b002,micro_b016,higher_dog_poo_fines,increase_weight_of_BA_thesis_in_final_grade,different_topic,16.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It would therefore be wise to adjust the required effort for final theses accordingly.
micro_b002,micro_b017,higher_dog_poo_fines,cap_rent_increases,different_topic,14.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Rent prices should be limited by a cap when there's a change of tenant.
micro_b002,micro_b018,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,23.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
micro_b002,micro_b019,higher_dog_poo_fines,buy_tax_evader_data_from_dubious_sources,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tax data that are not made available for free should therefore not be acquired by the state.
micro_b002,micro_b020,higher_dog_poo_fines,make_video_games_olympic,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",computer games should also not be recognized as Olympic events.
micro_b002,micro_b021,higher_dog_poo_fines,charge_tuition_fees,different_topic,14.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tuition fees should not be charged in Germany.
micro_b002,micro_b022,higher_dog_poo_fines,keep_retirement_at_63,different_topic,19.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","No, the retirement age should be raised to 65 again."
micro_b002,micro_b023,higher_dog_poo_fines,introduce_capital_punishment,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why Germany should not introduce capital punishment!
micro_b002,micro_b024,higher_dog_poo_fines,cap_rent_increases,different_topic,22.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
micro_b002,micro_b025,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A reduction in the amount of chemically produced medication per person is most certainly desirable.
micro_b002,micro_b026,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,27.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
micro_b002,micro_b027,higher_dog_poo_fines,introduce_capital_punishment,different_topic,10.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The death penalty should be abandoned everywhere.
micro_b002,micro_b028,higher_dog_poo_fines,charge_tuition_fees,different_topic,22.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The universities in Germany should not under any circumstances charge tuition fees.
micro_b002,micro_b029,higher_dog_poo_fines,public_broadcasting_fees_on_demand,different_topic,27.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The TV/radio licence fee can only be required of all citizens/households equally.
micro_b002,micro_b030,higher_dog_poo_fines,school_uniforms,different_topic,13.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",School uniforms should not be worn in our schools.
micro_b002,micro_b031,higher_dog_poo_fines,introduce_capital_punishment,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","One should not re-introduce capital punishment in Germany,"
micro_b002,micro_b032,higher_dog_poo_fines,higher_dog_poo_fines,same_topic,17.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.
micro_b002,micro_b033,higher_dog_poo_fines,partial_housing_development_at_Tempelhofer_Feld,different_topic,26.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
micro_b002,micro_b034,higher_dog_poo_fines,charge_tuition_fees,different_topic,13.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tuition fees should not generally be charged by universities.
micro_b002,micro_b035,higher_dog_poo_fines,health_insurance_cover_complementary_medicine,different_topic,30.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b002,micro_b036,higher_dog_poo_fines,make_video_games_olympic,different_topic,17.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Video games ought to be included in the ranks of Olympic events.
micro_b002,micro_b036,higher_dog_poo_fines,make_video_games_olympic,different_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","including planning abilities, reaction time, and reasoning to name but a few."
micro_b002,micro_b037,higher_dog_poo_fines,over_the_counter_morning_after_pill,different_topic,16.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b002,micro_b038,higher_dog_poo_fines,school_uniforms,different_topic,14.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",School uniforms should be introduced in our schools again.
micro_b002,micro_b039,higher_dog_poo_fines,EU_influence_on_political_events_in_Ukraine,different_topic,21.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The EU should exert influence on the political events in Ukraine.
micro_b002,micro_b040,higher_dog_poo_fines,higher_dog_poo_fines,same_topic,21.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.
micro_b002,micro_b041,higher_dog_poo_fines,stricter_regulation_of_intelligence_services,different_topic,22.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b002,micro_b042,higher_dog_poo_fines,over_the_counter_morning_after_pill,different_topic,12.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",dispensing it without medical advice would be inappropriate.
micro_b002,micro_b042,higher_dog_poo_fines,over_the_counter_morning_after_pill,different_topic,33.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b002,micro_b044,higher_dog_poo_fines,TXL_airport_remain_operational_after_BER_opening,different_topic,30.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b002,micro_b045,higher_dog_poo_fines,buy_tax_evader_data_from_dubious_sources,different_topic,22.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b002,micro_b046,higher_dog_poo_fines,stricter_regulation_of_intelligence_services,different_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b002,micro_b047,higher_dog_poo_fines,over_the_counter_morning_after_pill,different_topic,25.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b002,micro_b048,higher_dog_poo_fines,charge_tuition_fees,different_topic,18.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Therefore universities should not charge tuition fees in Germany.
micro_b002,micro_b049,higher_dog_poo_fines,increase_weight_of_BA_thesis_in_final_grade,different_topic,25.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b002,micro_b050,higher_dog_poo_fines,keep_retirement_at_63,different_topic,20.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b002,micro_b051,higher_dog_poo_fines,allow_shops_to_open_on_holidays_and_sundays,different_topic,33.0,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
