pair_type,soft_score,topic_1,text_1,text_2
different_topic,0.543878978916577,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,"The implementation of retirement at 63 is no longer socially sustainable,"
different_topic,0.5644876366901782,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
different_topic,0.3497298061847687,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,everyone should chip in.
different_topic,0.28690483740397865,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,The state ought to prevent murder - not avenge it.
different_topic,0.3860622704029083,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,A constant increase in rent upon a change of tenants hence cannot be desired by society.
different_topic,0.451091628074646,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,It is quite clear that Sunday should remain a day of rest.
different_topic,0.5327168847833362,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
different_topic,0.550064596636542,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,"Dog owners should pay higher fines for dog dirt left on pavements,"
different_topic,0.31230262569759204,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,"Still, the state needs the death penalty as a deterrent to horrific crimes."
different_topic,0.43153029444095276,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.
different_topic,0.5448225047439336,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.
different_topic,0.3369618147611619,waste_separation,We Berliners should take the chance and become pioneers in waste separation!,Increasing penalties is therefore the right way.
different_topic,0.27518684755672107,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Health insurance companies should not cover treatment in complementary medicine
different_topic,0.4822601154446602,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,"
different_topic,0.39558243432215284,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Intelligence services must urgently be regulated more tightly by parliament;
different_topic,0.45975756386052014,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The death penalty is a legal means that as such is not practicable in Germany.
same_topic,0.453143430352211,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why causing such obstacles must to be more urgently punished.
different_topic,0.46503251542647683,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why a visit to the doctor and professional advice should remain mandatory.
different_topic,0.5037189432092615,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.
different_topic,0.4346097448597784,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Alternative treatments should be subsidized in the same way as conventional treatments,"
same_topic,0.6494203872721771,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For dog dirt left on the pavement dog owners should by all means pay a bit more.
different_topic,0.44351041061537605,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power."
different_topic,0.2989274289297021,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Health insurance companies should naturally cover alternative medical treatments.
different_topic,0.4728752937581803,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc."
different_topic,0.411311690050822,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Well, I as an employee find it very practical to be able to shop at least on weekends."
different_topic,0.4022467407313261,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It would therefore be wise to adjust the required effort for final theses accordingly.
different_topic,0.2807458681719644,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Rent prices should be limited by a cap when there's a change of tenant.
different_topic,0.39751927678783733,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
different_topic,0.32608994028785016,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tax data that are not made available for free should therefore not be acquired by the state.
different_topic,0.3933266003926595,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",computer games should also not be recognized as Olympic events.
different_topic,0.28145935535430905,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tuition fees should not be charged in Germany.
different_topic,0.4358855530067726,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","No, the retirement age should be raised to 65 again."
different_topic,0.4590945596044714,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why Germany should not introduce capital punishment!
different_topic,0.4076327925920486,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
different_topic,0.44773365156008643,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A reduction in the amount of chemically produced medication per person is most certainly desirable.
different_topic,0.4033888357656974,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
different_topic,0.28457547488965484,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The death penalty should be abandoned everywhere.
different_topic,0.3971477995316188,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The universities in Germany should not under any circumstances charge tuition fees.
different_topic,0.49919348679206993,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The TV/radio licence fee can only be required of all citizens/households equally.
different_topic,0.28411409854888914,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",School uniforms should not be worn in our schools.
different_topic,0.4286046353253451,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","One should not re-introduce capital punishment in Germany,"
same_topic,0.4500463685641686,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.
different_topic,0.5550697033221905,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
different_topic,0.25747786164283754,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Tuition fees should not generally be charged by universities.
different_topic,0.406223319194935,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
different_topic,0.37603508858453655,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Video games ought to be included in the ranks of Olympic events.
different_topic,0.5171936626235644,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","including planning abilities, reaction time, and reasoning to name but a few."
different_topic,0.3139460911708219,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The morning-after pill ought to be available over-the-counter in pharmacies.
different_topic,0.3550480916386558,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",School uniforms should be introduced in our schools again.
different_topic,0.42074709094089013,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The EU should exert influence on the political events in Ukraine.
same_topic,0.513140411904225,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.
different_topic,0.3572100888078029,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Secret services must be more tightly regulated in order to prevent excessive surveillance.
different_topic,0.29138620393840886,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",dispensing it without medical advice would be inappropriate.
different_topic,0.39461858011782175,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
different_topic,0.5214365326589153,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
different_topic,0.4382215547561646,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Acquiring CDs with tax data of tax delinquents is therefore out of the question.
different_topic,0.35374862700700765,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
different_topic,0.4120626816792147,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
different_topic,0.37327787551012903,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Therefore universities should not charge tuition fees in Germany.
different_topic,0.5401015425367015,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Due to the many random factors the bachelor thesis should not play a bigger role.
different_topic,0.39057883868614834,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
different_topic,0.46647243946790695,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
different_topic,0.44598138001230025,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",the statutory retirement age should in the future not remain at 63 years.
different_topic,0.4852850639820099,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why the statutory health insurance companies should not cover such treatments.
different_topic,0.4893044925505115,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction."
different_topic,0.387348462977717,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.
different_topic,0.3835076441367467,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",the EU should intervene right away.
different_topic,0.45552324354648593,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63."
different_topic,0.42916069328784945,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It would be fair to make them into an Olympic event.
different_topic,0.4249916744452936,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A cap on rent increases upon tenant change is therefore not to be supported.
different_topic,0.4171885919791681,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Opening on Sundays and holidays would therefore help both customers and shops.
same_topic,0.4571577231673633,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.
different_topic,0.3851350750774145,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",I am not of the opinion that the retirement age should be set at 63 years.
different_topic,0.3982625504334768,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","After the new BER Airport has been commissioned, Tegel should definitely be closed."
different_topic,0.41229988770051434,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Not everyone should be obliged to pay the TV & radio licence.
different_topic,0.46938414374987286,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Actually it would be justified if all German universities charged tuition fees.
different_topic,0.4095825254917145,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Current regulations for the calculation of the total grade should therefore be maintained.
different_topic,0.4092954078624988,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.
different_topic,0.4144670191933127,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Many European countries, for instance the Netherlands, Sweden and Great Britain, have already understood this and successfully adjusted the opening hours for retailers."
different_topic,0.22979763676138484,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",We don't need it.
different_topic,0.4087026606003444,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Supermarkets and shopping centres should be allowed to open any Sundays and holidays at their discretion.
same_topic,0.4719685888098132,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,"
different_topic,0.44047528862953184,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Germany should by no means introduce capital punishment.
different_topic,0.6609096018404796,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming."
different_topic,0.4050504410496124,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If there must be rent increases, there should also be a cap to avoid nasty surprises."
different_topic,0.32279523936184973,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",German universities should on no account charge tuition fees.
different_topic,0.4354613062280875,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Hence it is good when shops are not open on Sundays and public holidays.
different_topic,0.4323001426679116,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Intelligence services should be more closely regulated by parliament,"
different_topic,0.3589641749858856,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","BER should be re-conceptualized from scratch,"
different_topic,0.3174660414457321,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",the EU should not intervene in local politics.
different_topic,0.4292698116214187,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","The implementation of retirement at 63 is no longer socially sustainable,"
different_topic,0.49507448375225066,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",That's why there ought to be one day a week when supermarkets and shopping centres stay closed.
different_topic,0.23974241473172844,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",everyone should chip in.
different_topic,0.2591269940137863,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",The state ought to prevent murder - not avenge it.
different_topic,0.46927408377329505,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",A constant increase in rent upon a change of tenants hence cannot be desired by society.
different_topic,0.4342628760884206,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",It is quite clear that Sunday should remain a day of rest.
different_topic,0.44698986586402445,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it."
same_topic,0.5935955042285579,higher_dog_poo_fines,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Dog owners should pay higher fines for dog dirt left on pavements,"
