topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
EU_influence_on_political_events_in_Ukraine,a2,a3,the EU should not intervene in local politics.,"Although Ukraine is a European country,",claim,objection,0.3815
EU_influence_on_political_events_in_Ukraine,a2,a4,"The developments in that conflict should not be left to former Cold War opponents alone,","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",premise,objection,0.379
EU_influence_on_political_events_in_Ukraine,a1,a5,The EU should exert influence on the political events in Ukraine.,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",claim,premise,0.3739
EU_influence_on_political_events_in_Ukraine,a1,a2,A violation of international law should be more than enough to consider a reaction!,the EU should not intervene in local politics.,premise,claim,0.3708
EU_influence_on_political_events_in_Ukraine,a4,a5,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,objection,premise,0.3706
EU_influence_on_political_events_in_Ukraine,a2,a3,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",premise,objection,0.3657
EU_influence_on_political_events_in_Ukraine,a3,a4,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",objection,objection,0.3652
EU_influence_on_political_events_in_Ukraine,a1,a5,The EU should exert influence on the political events in Ukraine.,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,claim,premise,0.3649
EU_influence_on_political_events_in_Ukraine,a5,a4,"Indeed one could argue that a country has to deal with internal political changes itself,","and the Ukrainian opposition is primarily interested in installing a robust democracy,",objection,objection,0.3647
EU_influence_on_political_events_in_Ukraine,a5,a5,"Indeed one could argue that a country has to deal with internal political changes itself,","Since, however, in Russia besides gas and oil only propaganda and corruption rule,",objection,premise,0.3632
EU_influence_on_political_events_in_Ukraine,a1,a1,The EU should exert influence on the political events in Ukraine.,A violation of international law should be more than enough to consider a reaction!,claim,premise,0.3619
EU_influence_on_political_events_in_Ukraine,a4,a5,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.","Since, however, in Russia besides gas and oil only propaganda and corruption rule,",premise,premise,0.3618
EU_influence_on_political_events_in_Ukraine,a6,a3,the EU should intervene right away.,"Although Ukraine is a European country,",claim,objection,0.3611
EU_influence_on_political_events_in_Ukraine,a5,a3,"Indeed one could argue that a country has to deal with internal political changes itself,","It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",objection,objection,0.3607
EU_influence_on_political_events_in_Ukraine,a4,a2,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",the EU should not intervene in local politics.,premise,claim,0.3512
EU_influence_on_political_events_in_Ukraine,a4,a4,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.","and the Ukrainian opposition is primarily interested in installing a robust democracy,",objection,objection,0.3466
EU_influence_on_political_events_in_Ukraine,a3,a4,for that course can only lead to escalation in some form.,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",premise,objection,0.345
EU_influence_on_political_events_in_Ukraine,a1,a4,The EU should exert influence on the political events in Ukraine.,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",claim,objection,0.3434
EU_influence_on_political_events_in_Ukraine,a3,a5,for that course can only lead to escalation in some form.,"Indeed one could argue that a country has to deal with internal political changes itself,",premise,objection,0.3428
EU_influence_on_political_events_in_Ukraine,a5,a2,"Indeed one could argue that a country has to deal with internal political changes itself,",the EU should not intervene in local politics.,objection,claim,0.3427
EU_influence_on_political_events_in_Ukraine,a2,a1,"The developments in that conflict should not be left to former Cold War opponents alone,",A violation of international law should be more than enough to consider a reaction!,premise,premise,0.3421
EU_influence_on_political_events_in_Ukraine,a2,a2,"The developments in that conflict should not be left to former Cold War opponents alone,",the EU should not intervene in local politics.,premise,claim,0.3421
EU_influence_on_political_events_in_Ukraine,a6,a2,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",the EU should not intervene in local politics.,objection,claim,0.3379
EU_influence_on_political_events_in_Ukraine,a6,a4,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",objection,objection,0.3367
EU_influence_on_political_events_in_Ukraine,a4,a6,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",the EU should intervene right away.,premise,claim,0.3289
EU_influence_on_political_events_in_Ukraine,a4,a5,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,premise,premise,0.3278
EU_influence_on_political_events_in_Ukraine,a2,a5,"The developments in that conflict should not be left to former Cold War opponents alone,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,premise,premise,0.3276
EU_influence_on_political_events_in_Ukraine,a2,a5,"The developments in that conflict should not be left to former Cold War opponents alone,","Indeed one could argue that a country has to deal with internal political changes itself,",premise,objection,0.3231
EU_influence_on_political_events_in_Ukraine,a6,a3,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.","It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",objection,objection,0.3177
EU_influence_on_political_events_in_Ukraine,a1,a1,A violation of international law should be more than enough to consider a reaction!,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",premise,objection,0.3168
EU_influence_on_political_events_in_Ukraine,a1,a4,A violation of international law should be more than enough to consider a reaction!,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",premise,objection,0.3167
EU_influence_on_political_events_in_Ukraine,a5,a5,"Indeed one could argue that a country has to deal with internal political changes itself,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,objection,premise,0.3129
EU_influence_on_political_events_in_Ukraine,a5,a6,"Indeed one could argue that a country has to deal with internal political changes itself,","but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",objection,objection,0.3128
EU_influence_on_political_events_in_Ukraine,a2,a4,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",premise,objection,0.3125
EU_influence_on_political_events_in_Ukraine,a2,a6,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",the EU should intervene right away.,premise,claim,0.3124
EU_influence_on_political_events_in_Ukraine,a2,a4,the EU should not intervene in local politics.,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",claim,objection,0.312
EU_influence_on_political_events_in_Ukraine,a5,a2,"Indeed one could argue that a country has to deal with internal political changes itself,","Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",objection,premise,0.3114
EU_influence_on_political_events_in_Ukraine,a3,a1,for that course can only lead to escalation in some form.,A violation of international law should be more than enough to consider a reaction!,premise,premise,0.3086
EU_influence_on_political_events_in_Ukraine,a5,a1,"Indeed one could argue that a country has to deal with internal political changes itself,",A violation of international law should be more than enough to consider a reaction!,objection,premise,0.3079
EU_influence_on_political_events_in_Ukraine,a5,a3,"Indeed one could argue that a country has to deal with internal political changes itself,","Although Ukraine is a European country,",objection,objection,0.3068
EU_influence_on_political_events_in_Ukraine,a6,a4,the EU should intervene right away.,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",claim,objection,0.306
EU_influence_on_political_events_in_Ukraine,a4,a5,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.","Indeed one could argue that a country has to deal with internal political changes itself,",premise,objection,0.305
EU_influence_on_political_events_in_Ukraine,a6,a6,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",the EU should intervene right away.,objection,claim,0.3012
EU_influence_on_political_events_in_Ukraine,a6,a1,the EU should intervene right away.,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",claim,objection,0.3009
EU_influence_on_political_events_in_Ukraine,a5,a6,"Indeed one could argue that a country has to deal with internal political changes itself,",the EU should intervene right away.,objection,claim,0.2984
EU_influence_on_political_events_in_Ukraine,a1,a3,The EU should exert influence on the political events in Ukraine.,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",claim,objection,0.293
EU_influence_on_political_events_in_Ukraine,a2,a6,"The developments in that conflict should not be left to former Cold War opponents alone,",the EU should intervene right away.,premise,claim,0.2926
EU_influence_on_political_events_in_Ukraine,a5,a1,"Indeed one could argue that a country has to deal with internal political changes itself,","Despite the severe clashes in Kiev, which at times have threatened to escalate,",objection,objection,0.2915
EU_influence_on_political_events_in_Ukraine,a3,a3,for that course can only lead to escalation in some form.,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",premise,objection,0.2914
EU_influence_on_political_events_in_Ukraine,a2,a1,"The developments in that conflict should not be left to former Cold War opponents alone,","Despite the severe clashes in Kiev, which at times have threatened to escalate,",premise,objection,0.2911
EU_influence_on_political_events_in_Ukraine,a1,a3,The EU should exert influence on the political events in Ukraine.,for that course can only lead to escalation in some form.,claim,premise,0.2843
EU_influence_on_political_events_in_Ukraine,a4,a2,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",the EU should not intervene in local politics.,objection,claim,0.2834
EU_influence_on_political_events_in_Ukraine,a3,a5,"Although Ukraine is a European country,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,objection,premise,0.2796
EU_influence_on_political_events_in_Ukraine,a5,a4,"Indeed one could argue that a country has to deal with internal political changes itself,","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",objection,objection,0.2776
EU_influence_on_political_events_in_Ukraine,a4,a6,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",the EU should intervene right away.,objection,claim,0.2753
EU_influence_on_political_events_in_Ukraine,a6,a1,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",A violation of international law should be more than enough to consider a reaction!,objection,premise,0.2737
EU_influence_on_political_events_in_Ukraine,a3,a2,for that course can only lead to escalation in some form.,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",premise,premise,0.2699
EU_influence_on_political_events_in_Ukraine,a2,a3,"The developments in that conflict should not be left to former Cold War opponents alone,",for that course can only lead to escalation in some form.,premise,premise,0.2693
EU_influence_on_political_events_in_Ukraine,a2,a6,"The developments in that conflict should not be left to former Cold War opponents alone,","but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",premise,objection,0.2666
EU_influence_on_political_events_in_Ukraine,a3,a5,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,","Since, however, in Russia besides gas and oil only propaganda and corruption rule,",objection,premise,0.2641
EU_influence_on_political_events_in_Ukraine,a1,a2,"Despite the severe clashes in Kiev, which at times have threatened to escalate,",the EU should not intervene in local politics.,objection,claim,0.2577
EU_influence_on_political_events_in_Ukraine,a5,a1,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,","Despite the severe clashes in Kiev, which at times have threatened to escalate,",premise,objection,0.2566
EU_influence_on_political_events_in_Ukraine,a4,a4,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.","as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.",premise,objection,0.254
EU_influence_on_political_events_in_Ukraine,a1,a2,A violation of international law should be more than enough to consider a reaction!,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",premise,premise,0.2537
EU_influence_on_political_events_in_Ukraine,a2,a5,"The developments in that conflict should not be left to former Cold War opponents alone,","Since, however, in Russia besides gas and oil only propaganda and corruption rule,",premise,premise,0.2536
EU_influence_on_political_events_in_Ukraine,a4,a1,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.","Despite the severe clashes in Kiev, which at times have threatened to escalate,",objection,objection,0.2507
EU_influence_on_political_events_in_Ukraine,a2,a4,"The developments in that conflict should not be left to former Cold War opponents alone,","and the Ukrainian opposition is primarily interested in installing a robust democracy,",premise,objection,0.2489
EU_influence_on_political_events_in_Ukraine,a1,a5,A violation of international law should be more than enough to consider a reaction!,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",premise,premise,0.2486
EU_influence_on_political_events_in_Ukraine,a3,a4,for that course can only lead to escalation in some form.,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",premise,objection,0.2483
EU_influence_on_political_events_in_Ukraine,a4,a3,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.","It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",premise,objection,0.2444
EU_influence_on_political_events_in_Ukraine,a2,a3,"The developments in that conflict should not be left to former Cold War opponents alone,","It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",premise,objection,0.2366
EU_influence_on_political_events_in_Ukraine,a3,a5,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,objection,premise,0.2339
EU_influence_on_political_events_in_Ukraine,a5,a2,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",the EU should not intervene in local politics.,premise,claim,0.2336
EU_influence_on_political_events_in_Ukraine,a1,a3,A violation of international law should be more than enough to consider a reaction!,"Although Ukraine is a European country,",premise,objection,0.2299
EU_influence_on_political_events_in_Ukraine,a1,a3,A violation of international law should be more than enough to consider a reaction!,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",premise,objection,0.2296
EU_influence_on_political_events_in_Ukraine,a3,a5,for that course can only lead to escalation in some form.,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,premise,premise,0.2274
EU_influence_on_political_events_in_Ukraine,a3,a6,for that course can only lead to escalation in some form.,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.",premise,objection,0.2256
EU_influence_on_political_events_in_Ukraine,a1,a5,A violation of international law should be more than enough to consider a reaction!,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,premise,premise,0.2218
EU_influence_on_political_events_in_Ukraine,a3,a2,for that course can only lead to escalation in some form.,the EU should not intervene in local politics.,premise,claim,0.2215
EU_influence_on_political_events_in_Ukraine,a4,a3,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure.","Although Ukraine is a European country,",objection,objection,0.2208
EU_influence_on_political_events_in_Ukraine,a4,a1,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",A violation of international law should be more than enough to consider a reaction!,premise,premise,0.2202
EU_influence_on_political_events_in_Ukraine,a3,a6,for that course can only lead to escalation in some form.,the EU should intervene right away.,premise,claim,0.219
EU_influence_on_political_events_in_Ukraine,a3,a6,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",the EU should intervene right away.,objection,claim,0.2139
EU_influence_on_political_events_in_Ukraine,a2,a1,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","Despite the severe clashes in Kiev, which at times have threatened to escalate,",premise,objection,0.2113
EU_influence_on_political_events_in_Ukraine,a2,a4,"The developments in that conflict should not be left to former Cold War opponents alone,","Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",premise,premise,0.2033
EU_influence_on_political_events_in_Ukraine,a2,a3,"The developments in that conflict should not be left to former Cold War opponents alone,","Although Ukraine is a European country,",premise,objection,0.1972
EU_influence_on_political_events_in_Ukraine,a6,a2,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers.","Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",objection,premise,0.1962
EU_influence_on_political_events_in_Ukraine,a1,a2,The EU should exert influence on the political events in Ukraine.,"The developments in that conflict should not be left to former Cold War opponents alone,",claim,premise,0.1944
EU_influence_on_political_events_in_Ukraine,a3,a3,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,","Although Ukraine is a European country,",objection,objection,0.1932
EU_influence_on_political_events_in_Ukraine,a2,a5,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","Since, however, in Russia besides gas and oil only propaganda and corruption rule,",premise,premise,0.1929
EU_influence_on_political_events_in_Ukraine,a3,a5,for that course can only lead to escalation in some form.,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",premise,premise,0.1926
EU_influence_on_political_events_in_Ukraine,a3,a2,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",the EU should not intervene in local politics.,objection,claim,0.192
EU_influence_on_political_events_in_Ukraine,a5,a6,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",the EU should intervene right away.,premise,claim,0.1906
EU_influence_on_political_events_in_Ukraine,a2,a4,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","and the Ukrainian opposition is primarily interested in installing a robust democracy,",premise,objection,0.1896
EU_influence_on_political_events_in_Ukraine,a1,a2,The EU should exert influence on the political events in Ukraine.,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",claim,premise,0.1722
EU_influence_on_political_events_in_Ukraine,a3,a4,for that course can only lead to escalation in some form.,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.",premise,premise,0.1643
EU_influence_on_political_events_in_Ukraine,a2,a5,the EU should not intervene in local politics.,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,claim,premise,0.156
EU_influence_on_political_events_in_Ukraine,a3,a1,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,","Despite the severe clashes in Kiev, which at times have threatened to escalate,",objection,objection,0.1559
EU_influence_on_political_events_in_Ukraine,a1,a4,A violation of international law should be more than enough to consider a reaction!,"and the Ukrainian opposition is primarily interested in installing a robust democracy,",premise,objection,0.1548
EU_influence_on_political_events_in_Ukraine,a6,a5,the EU should intervene right away.,possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,claim,premise,0.1455
EU_influence_on_political_events_in_Ukraine,a2,a2,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",the EU should not intervene in local politics.,premise,claim,0.1254
EU_influence_on_political_events_in_Ukraine,a3,a3,for that course can only lead to escalation in some form.,"Although Ukraine is a European country,",premise,objection,0.1207
EU_influence_on_political_events_in_Ukraine,a2,a5,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",possible supporters face a considerably stronger opponent in the intervention of Russia in local politics.,premise,premise,0.1083
EU_influence_on_political_events_in_Ukraine,a4,a2,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with.","Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",premise,premise,0.1073
EU_influence_on_political_events_in_Ukraine,a2,a3,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.","Although Ukraine is a European country,",premise,objection,0.0748
MISSING_TOPIC,a3,a4,"Plus he comes to training way too rarely,",although he plays very well without training.,premise,objection,0.7073
MISSING_TOPIC,a3,a5,and at the same time birth rates are declining.,these short-term fluctuations in birth rates don't change the general trend at all.,premise,objection,0.6439
MISSING_TOPIC,a1,a3,Excessive consumption of meat is unhealthy.,We should thus all limit our consumption of meat rigorously.,premise,claim,0.6229
MISSING_TOPIC,a1,a2,"You should watch less television,","as too much TV makes you stupid in the long run,",claim,premise,0.6162
MISSING_TOPIC,a1,a2,Anti-virus software protects the users of a computer from dangers from the internet.,That's why everyone should have an anti-virus programme on his or her Windows machine.,premise,claim,0.6118
MISSING_TOPIC,a1,a2,Excessive consumption of meat is unhealthy.,"Furthermore, the production of meat is comparably resource-intensive.",premise,premise,0.6099
MISSING_TOPIC,a2,a3,"Furthermore, the production of meat is comparably resource-intensive.",We should thus all limit our consumption of meat rigorously.,premise,claim,0.5853
MISSING_TOPIC,a1,a3,Tomorrow I will skydive for the first time in my life.,But I want to experience this incredible moment of freedom that skydivers report time and again.,claim,premise,0.5825
MISSING_TOPIC,a2,a4,and nothing will get Berlin out of its financial jam more than a lot of spending visitors.,"Of course a higher federal subsidy would be even better for Berlin's coffers,",premise,objection,0.5785
MISSING_TOPIC,a4,a5,My parents say this could also be pure coincidence.,But that much of a coincidence is simply impossible.,objection,objection,0.5659
MISSING_TOPIC,a3,a5,Thus one of his ex-girlfriends must have been there.,But even without an ex-girlfriend he would never touch that.,claim,objection,0.5652
MISSING_TOPIC,a1,a3,Anti-virus software protects the users of a computer from dangers from the internet.,"Admittedly they do not generally prevent you from catching a virus,",premise,objection,0.5525
MISSING_TOPIC,a4,a3,"Because for one thing, their products will still sell in bad times,","That's why they should be taken off the market,",premise,claim,0.5481
MISSING_TOPIC,a2,a5,That's why everyone should have an anti-virus programme on his or her Windows machine.,"But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",claim,premise,0.5435
MISSING_TOPIC,a1,a3,"A bank bailout is very, very costly.",That's why we should not allow any additional bank rescues.,premise,claim,0.5374
MISSING_TOPIC,a2,a3,That's why everyone should have an anti-virus programme on his or her Windows machine.,"Admittedly they do not generally prevent you from catching a virus,",claim,objection,0.5366
MISSING_TOPIC,a2,a4,When he got back from Ralf's party last night he was still stone-cold sober.,Ralf does insist that they drank advocaat together.,premise,objection,0.5234
MISSING_TOPIC,a2,a5,"Pricing pressures are just too high,",But at times even the online sales outlets haven't been coping with the demand.,premise,premise,0.5223
MISSING_TOPIC,a1,a2,In a few decades our society will have a disproportionate number of old people:,"the life expectancy is constantly rising,",claim,premise,0.52
MISSING_TOPIC,a3,a5,"Admittedly they do not generally prevent you from catching a virus,","But once a safeguard has been found against a new virus, everyone gets it in no time through the automatic update.",objection,premise,0.5162
