,file_id_1,topic_id,adu_id_1,type_1,is_major_claim_1,stance_1,file_id_2,adu_id_2,type_2,is_major_claim_2,stance_2,full_sentence_1,full_sentence_2,fragment_text_1,fragment_text_2,similarity
506,micro_k024,higher_dog_poo_fines,a1,claim,True,pro,micro_b011,a1,claim,True,pro,"Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.",For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Dog owners should pay higher fines for dog dirt left on pavements,",For dog dirt left on the pavement dog owners should by all means pay a bit more.,5.0
267,micro_b047,over_the_counter_morning_after_pill,a5,claim,True,con,micro_b037,a1,claim,True,pro,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,The morning-after pill ought to be available over-the-counter in pharmacies.,The morning-after pill ought to be available over-the-counter in pharmacies.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,2.0
477,micro_k019,public_broadcasting_fees_on_demand,a6,claim,True,con,micro_k027,a1,claim,True,pro,"And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy, everyone should chip in.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,everyone should chip in.,1.5
9,micro_b002,higher_dog_poo_fines,a3,claim,True,pro,micro_k031,a5,claim,True,pro,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Increasing penalties is therefore the right way.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Increasing penalties is therefore the right way.,3.5
41,micro_b007,higher_dog_poo_fines,a3,claim,True,pro,micro_b040,a1,claim,True,pro,That's why causing such obstacles must to be more urgently punished.,There should be much higher fines for dog dirt left on pavements.,That's why causing such obstacles must to be more urgently punished.,There should be much higher fines for dog dirt left on pavements.,4.5
386,micro_k004,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,pro,micro_k022,a1,claim,True,con,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,It is quite clear that Sunday should remain a day of rest.,It is quite clear that Sunday should remain a day of rest.,Supermarkets and shopping centres should be allowed to open on any Sundays and holidays.,2.0
47,micro_b008,over_the_counter_morning_after_pill,a5,claim,True,con,micro_b037,a1,claim,True,pro,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill ought to be available over-the-counter in pharmacies.,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill ought to be available over-the-counter in pharmacies.,1.5
519,micro_k025,introduce_capital_punishment,a5,claim,True,pro,micro_k020,a4,claim,True,con,"Still, the state needs the death penalty as a deterrent to horrific crimes.",The state ought to prevent murder - not avenge it.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",The state ought to prevent murder - not avenge it.,1.5
426,micro_k010,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_k027,a1,claim,True,pro,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,4.0
62,micro_b010,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b025,a3,claim,True,pro,"Alternative treatments should be subsidized in the same way as conventional treatments, since both methods can lead to the prevention, mitigation or cure of an illness.",A reduction in the amount of chemically produced medication per person is most certainly desirable.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,"Alternative treatments should be subsidized in the same way as conventional treatments,",1.0
326,micro_b057,keep_retirement_at_63,a4,claim,True,con,micro_k017,a1,claim,True,con,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","The implementation of retirement at 63 is no longer socially sustainable, as the population in Germany has, viewed demographically, a disproportionate number of old people, and constantly declining birth rates are being recorded.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","The implementation of retirement at 63 is no longer socially sustainable,",3.5
347,micro_b061,higher_dog_poo_fines,a1,claim,True,con,micro_b032,a1,claim,True,pro,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,There should be a higher fine for dog dirt on the pavement.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,There should be a higher fine for dog dirt on the pavement.,1.5
65,micro_b010,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b053,a5,claim,True,con,"Alternative treatments should be subsidized in the same way as conventional treatments, since both methods can lead to the prevention, mitigation or cure of an illness.",That's why the statutory health insurance companies should not cover such treatments.,"Alternative treatments should be subsidized in the same way as conventional treatments,",That's why the statutory health insurance companies should not cover such treatments.,1.5
111,micro_b018,health_insurance_cover_complementary_medicine,a5,claim,True,con,micro_b003,a1,claim,True,con,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,Health insurance companies should not cover treatment in complementary medicine unless the promised effect and its medical benefit have been concretely proven.,Health insurance companies should not cover treatment in complementary medicine,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,4.0
447,micro_k014,stricter_regulation_of_intelligence_services,a1,claim,True,pro,micro_b005,a1,claim,True,pro,"Intelligence services should be more closely regulated by parliament, for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.",Intelligence services must urgently be regulated more tightly by parliament; this should be clear to everyone after the disclosures of Edward Snowden.,Intelligence services must urgently be regulated more tightly by parliament;,"Intelligence services should be more closely regulated by parliament,",5.0
34,micro_b006,introduce_capital_punishment,a1,claim,True,con,micro_k009,a1,claim,True,con,The death penalty is a legal means that as such is not practicable in Germany.,Germany should by no means introduce capital punishment.,Germany should by no means introduce capital punishment.,The death penalty is a legal means that as such is not practicable in Germany.,3.5
192,micro_b031,introduce_capital_punishment,a1,claim,True,con,micro_b027,a1,claim,True,con,"One should not re-introduce capital punishment in Germany, since no one can claim the right to rule over the life or death of another human being.",The death penalty should be abandoned everywhere.,"One should not re-introduce capital punishment in Germany,",The death penalty should be abandoned everywhere.,3.0
410,micro_k008,higher_dog_poo_fines,a1,claim,True,pro,micro_k024,a1,claim,True,pro,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt, which in turn would result in generally clean pavements.","Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.","Dog owners should pay higher fines for dog dirt left on pavements,","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",3.0
501,micro_k023,increase_weight_of_BA_thesis_in_final_grade,a1,claim,True,pro,micro_b049,a5,claim,True,con,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",Due to the many random factors the bachelor thesis should not play a bigger role.,Due to the many random factors the bachelor thesis should not play a bigger role.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",2.0
189,micro_b030,school_uniforms,a1,claim,True,con,micro_b038,a1,claim,True,pro,School uniforms should not be worn in our schools.,School uniforms should be introduced in our schools again.,School uniforms should be introduced in our schools again.,School uniforms should not be worn in our schools.,2.0
117,micro_b018,health_insurance_cover_complementary_medicine,a5,claim,True,con,micro_b035,a5,claim,True,pro,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,1.5
446,micro_k013,allow_shops_to_open_on_holidays_and_sundays,a3,claim,True,con,micro_k022,a1,claim,True,con,Hence it is good when shops are not open on Sundays and public holidays.,It is quite clear that Sunday should remain a day of rest.,Hence it is good when shops are not open on Sundays and public holidays.,It is quite clear that Sunday should remain a day of rest.,4.5
67,micro_b011,higher_dog_poo_fines,a1,claim,True,pro,micro_b007,a3,claim,True,pro,For dog dirt left on the pavement dog owners should by all means pay a bit more.,That's why causing such obstacles must to be more urgently punished.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,That's why causing such obstacles must to be more urgently punished.,4.0
415,micro_k009,introduce_capital_punishment,a1,claim,True,con,micro_b031,a1,claim,True,con,Germany should by no means introduce capital punishment.,"One should not re-introduce capital punishment in Germany, since no one can claim the right to rule over the life or death of another human being.",Germany should by no means introduce capital punishment.,"One should not re-introduce capital punishment in Germany,",4.5
180,micro_b029,public_broadcasting_fees_on_demand,a1,claim,True,con,micro_b004,a3,claim,True,con,The TV/radio licence fee can only be required of all citizens/households equally.,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure, for we need general and independent media.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",The TV/radio licence fee can only be required of all citizens/households equally.,5.0
529,micro_k029,over_the_counter_morning_after_pill,a1,claim,True,con,micro_b037,a1,claim,True,pro,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,The morning-after pill ought to be available over-the-counter in pharmacies.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,The morning-after pill ought to be available over-the-counter in pharmacies.,2.0
408,micro_k008,higher_dog_poo_fines,a1,claim,True,pro,micro_b061,a1,claim,True,con,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt, which in turn would result in generally clean pavements.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",1.5
272,micro_b048,charge_tuition_fees,a5,claim,True,con,micro_b021,a1,claim,True,con,Therefore universities should not charge tuition fees in Germany.,Tuition fees should not be charged in Germany.,Therefore universities should not charge tuition fees in Germany.,Tuition fees should not be charged in Germany.,5.0
515,micro_k025,introduce_capital_punishment,a5,claim,True,pro,micro_b027,a1,claim,True,con,"Still, the state needs the death penalty as a deterrent to horrific crimes.",The death penalty should be abandoned everywhere.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",The death penalty should be abandoned everywhere.,1.5
487,micro_k021,cap_rent_increases,a5,claim,True,pro,micro_b017,a1,claim,True,pro,A constant increase in rent upon a change of tenants hence cannot be desired by society.,Rent prices should be limited by a cap when there's a change of tenant.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,Rent prices should be limited by a cap when there's a change of tenant.,3.0
31,micro_b006,introduce_capital_punishment,a1,claim,True,con,micro_b027,a1,claim,True,con,The death penalty is a legal means that as such is not practicable in Germany.,The death penalty should be abandoned everywhere.,The death penalty is a legal means that as such is not practicable in Germany.,The death penalty should be abandoned everywhere.,3.0
90,micro_b014,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_k010,a1,claim,True,pro,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",4.0
232,micro_b038,school_uniforms,a1,claim,True,pro,micro_b012,a4,claim,True,pro,School uniforms should be introduced in our schools again.,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.","A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.",School uniforms should be introduced in our schools again.,2.5
294,micro_b051,allow_shops_to_open_on_holidays_and_sundays,a6,claim,True,con,micro_k018,a6,claim,True,con,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,That's why there ought to be one day a week when supermarkets and shopping centres stay closed.,3.5
358,micro_b062,keep_retirement_at_63,a1,claim,True,con,micro_k017,a1,claim,True,con,I am not of the opinion that the retirement age should be set at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable, as the population in Germany has, viewed demographically, a disproportionate number of old people, and constantly declining birth rates are being recorded.",I am not of the opinion that the retirement age should be set at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable,",3.5
524,micro_k027,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_k001,a1,claim,True,pro,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,Not everyone should be obliged to pay the TV & radio licence.,Not everyone should be obliged to pay the TV & radio licence.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,3.0
536,micro_k031,higher_dog_poo_fines,a5,claim,True,pro,micro_b011,a1,claim,True,pro,Increasing penalties is therefore the right way.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Increasing penalties is therefore the right way.,4.0
439,micro_k013,allow_shops_to_open_on_holidays_and_sundays,a3,claim,True,con,micro_b015,a1,claim,True,pro,Hence it is good when shops are not open on Sundays and public holidays.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",Hence it is good when shops are not open on Sundays and public holidays.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",1.0
147,micro_b024,cap_rent_increases,a1,claim,True,pro,micro_b059,a5,claim,True,con,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,A cap on rent increases upon tenant change is therefore not to be supported.,A cap on rent increases upon tenant change is therefore not to be supported.,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.,2.0
249,micro_b041,stricter_regulation_of_intelligence_services,a1,claim,True,pro,micro_b046,a5,claim,True,pro,Secret services must be more tightly regulated in order to prevent excessive surveillance.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,Secret services must be more tightly regulated in order to prevent excessive surveillance.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,3.5
504,micro_k024,higher_dog_poo_fines,a1,claim,True,pro,micro_b002,a3,claim,True,pro,"Dog owners should pay higher fines for dog dirt left on pavements, although there aren't enough bins and bag-dispensers for dog dirt.","Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Dog owners should pay higher fines for dog dirt left on pavements,","Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",4.0
241,micro_b040,higher_dog_poo_fines,a1,claim,True,pro,micro_b032,a1,claim,True,pro,There should be much higher fines for dog dirt left on pavements.,There should be a higher fine for dog dirt on the pavement.,There should be a higher fine for dog dirt on the pavement.,There should be much higher fines for dog dirt left on pavements.,5.0
4,micro_b002,higher_dog_poo_fines,a3,claim,True,pro,micro_b032,a1,claim,True,pro,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be a higher fine for dog dirt on the pavement.,4.0
448,micro_k014,stricter_regulation_of_intelligence_services,a1,claim,True,pro,micro_b041,a1,claim,True,pro,"Intelligence services should be more closely regulated by parliament, for, as the most recent NSA wiretapping scandal has shown, the federal state government is allegedly not always familiar with the scope of operations of its intelligence services.",Secret services must be more tightly regulated in order to prevent excessive surveillance.,"Intelligence services should be more closely regulated by parliament,",Secret services must be more tightly regulated in order to prevent excessive surveillance.,3.5
355,micro_b062,keep_retirement_at_63,a1,claim,True,con,micro_b052,a3,claim,True,con,I am not of the opinion that the retirement age should be set at 63 years.,"Although the workload is getting heavier in many professions and physical and psychological wear on personnel is steadily increasing, the statutory retirement age should in the future not remain at 63 years.",I am not of the opinion that the retirement age should be set at 63 years.,the statutory retirement age should in the future not remain at 63 years.,5.0
372,micro_k002,charge_tuition_fees,a1,claim,True,pro,micro_b048,a5,claim,True,con,Actually it would be justified if all German universities charged tuition fees.,Therefore universities should not charge tuition fees in Germany.,Actually it would be justified if all German universities charged tuition fees.,Therefore universities should not charge tuition fees in Germany.,2.0
236,micro_b039,EU_influence_on_political_events_in_Ukraine,a1,claim,True,pro,micro_b056,a6,claim,True,pro,The EU should exert influence on the political events in Ukraine.,"Since, however, in Russia besides gas and oil only propaganda and corruption rule, the EU should intervene right away.",The EU should exert influence on the political events in Ukraine.,the EU should intervene right away.,4.5
19,micro_b004,public_broadcasting_fees_on_demand,a3,claim,True,con,micro_b014,a1,claim,True,pro,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure, for we need general and independent media.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",1.5
159,micro_b026,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b010,a1,claim,True,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,"Alternative treatments should be subsidized in the same way as conventional treatments, since both methods can lead to the prevention, mitigation or cure of an illness.","Alternative treatments should be subsidized in the same way as conventional treatments,",The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,4.0
538,micro_k031,higher_dog_poo_fines,a5,claim,True,pro,micro_b040,a1,claim,True,pro,Increasing penalties is therefore the right way.,There should be much higher fines for dog dirt left on pavements.,Increasing penalties is therefore the right way.,There should be much higher fines for dog dirt left on pavements.,4.0
165,micro_b026,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b053,a5,claim,True,con,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,That's why the statutory health insurance companies should not cover such treatments.,That's why the statutory health insurance companies should not cover such treatments.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,2.5
78,micro_b013,health_insurance_cover_complementary_medicine,a1,claim,True,pro,micro_b003,a1,claim,True,con,Health insurance companies should naturally cover alternative medical treatments.,Health insurance companies should not cover treatment in complementary medicine unless the promised effect and its medical benefit have been concretely proven.,Health insurance companies should naturally cover alternative medical treatments.,Health insurance companies should not cover treatment in complementary medicine,2.0
376,micro_k003,increase_weight_of_BA_thesis_in_final_grade,a3,claim,True,con,micro_b049,a5,claim,True,con,Current regulations for the calculation of the total grade should therefore be maintained.,Due to the many random factors the bachelor thesis should not play a bigger role.,Current regulations for the calculation of the total grade should therefore be maintained.,Due to the many random factors the bachelor thesis should not play a bigger role.,2.5
425,micro_k010,public_broadcasting_fees_on_demand,a1,claim,True,pro,micro_k019,a6,claim,True,con,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.","And since it is the duty of society to collectively finance certain areas that cannot hold their own in a market economy, everyone should chip in.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",everyone should chip in.,1.5
286,micro_b050,keep_retirement_at_63,a5,claim,True,con,micro_b062,a1,claim,True,con,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,I am not of the opinion that the retirement age should be set at 63 years.,I am not of the opinion that the retirement age should be set at 63 years.,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,3.0
42,micro_b007,higher_dog_poo_fines,a3,claim,True,pro,micro_b061,a1,claim,True,con,That's why causing such obstacles must to be more urgently punished.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,That's why causing such obstacles must to be more urgently punished.,2.0
489,micro_k021,cap_rent_increases,a5,claim,True,pro,micro_b059,a5,claim,True,con,A constant increase in rent upon a change of tenants hence cannot be desired by society.,A cap on rent increases upon tenant change is therefore not to be supported.,A cap on rent increases upon tenant change is therefore not to be supported.,A constant increase in rent upon a change of tenants hence cannot be desired by society.,3.0
306,micro_b053,health_insurance_cover_complementary_medicine,a5,claim,True,con,micro_b025,a3,claim,True,pro,That's why the statutory health insurance companies should not cover such treatments.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,A reduction in the amount of chemically produced medication per person is most certainly desirable.,That's why the statutory health insurance companies should not cover such treatments.,1.0
5,micro_b002,higher_dog_poo_fines,a3,claim,True,pro,micro_b040,a1,claim,True,pro,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.,4.0
434,micro_k012,charge_tuition_fees,a1,claim,True,con,micro_b028,a1,claim,True,con,German universities should on no account charge tuition fees.,The universities in Germany should not under any circumstances charge tuition fees.,German universities should on no account charge tuition fees.,The universities in Germany should not under any circumstances charge tuition fees.,5.0
142,micro_b023,introduce_capital_punishment,a3,claim,True,con,micro_k020,a4,claim,True,con,That's why Germany should not introduce capital punishment!,The state ought to prevent murder - not avenge it.,That's why Germany should not introduce capital punishment!,The state ought to prevent murder - not avenge it.,3.0
492,micro_k022,allow_shops_to_open_on_holidays_and_sundays,a1,claim,True,con,micro_b015,a1,claim,True,pro,It is quite clear that Sunday should remain a day of rest.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",It is quite clear that Sunday should remain a day of rest.,"Well, I as an employee find it very practical to be able to shop at least on weekends.",1.0
