file_id,topic_id,adu_id,is_major_claim,stance,text,amr_penman
micro_b005,stricter_regulation_of_intelligence_services,a4,False,pro,but the German services evidently do collaborate with them closely.,"# ::snt but the German services evidently do collaborate with them closely.
(c / contrast-01
      :ARG2 (c2 / collaborate-01
            :ARG0 (s / service
                  :mod (c3 / country
                        :name (n / name
                              :op1 ""Germany"")))
            :ARG1 (t / they)
            :ARG1-of (c4 / close-10)
            :manner (e / evident)))"
micro_b005,stricter_regulation_of_intelligence_services,a5,False,pro,"Their tools, data and expertise have been used to keep us under surveillance for a long time.","# ::snt Their tools, data and expertise have been used to keep us under surveillance for a long time.
(u / use-01
      :ARG1 (a / and
            :op1 (t / tool
                  :poss (t2 / they))
            :op2 (d / data
                  :poss t2)
            :op3 (e / expertise
                  :poss t2))
      :ARG2 (k / keep-02
            :ARG0 t2
            :ARG1 (s / surveil-01
                  :ARG1 (w / we))
            :duration (t3 / time
                  :ARG1-of (l / long-03))))"
micro_b006,introduce_capital_punishment,a2,False,con,"For one thing, inviolable human dignity is anchored in our constitution,","# ::snt For one thing, inviolable human dignity is anchored in our constitution,
(a / anchor-01
      :li 1
      :ARG1 (d / dignity
            :mod (h / human)
            :ARG1-of (a2 / alienate-01
                  :ARG1-of (p / possible-01
                        :polarity -)))
      :ARG2 (c / constitution
            :poss (w / we))
      :prep-for (t / thing))"
micro_b006,introduce_capital_punishment,a3,False,con,and furthermore no one may have the right to adjudicate upon the death of another human being.,"# ::snt and furthermore no one may have the right to adjudicate upon the death of another human being.
(a / and
      :op2 (p / possible-01
            :ARG1 (h / have-03
                  :ARG0 (n / no-one)
                  :ARG1 (r / right-05
                        :ARG1 n
                        :ARG2 (a2 / adjudicate-01
                              :ARG0 n
                              :ARG1 (d / die-01
                                    :ARG1 (b / being
                                          :mod (h2 / human)
                                          :mod (a3 / another))))))))"
micro_b006,introduce_capital_punishment,a4,False,con,"Even if many people think that a murderer has already decided on the life or death of another person,","# ::snt Even if many people think that a murderer has already decided on the life or death of another person,
(h / have-concession-91
      :ARG2 (e / even-if
            :op1 (t / think-01
                  :ARG0 (p / person
                        :quant (m / many))
                  :ARG1 (d / decide-01
                        :ARG0 (p2 / person
                              :ARG0-of (m2 / murder-01))
                        :ARG1 (o / or
                              :op1 (l / life
                                    :poss (p3 / person
                                          :mod (a / another)))
                              :op2 (d2 / die-01
                                    :ARG1 p3))
                        :time (a2 / already)))))"
micro_b006,introduce_capital_punishment,a5,False,con,this is precisely the crime that we should not repay with the same.,"# ::snt this is precisely the crime that we should not repay with the same.
(c / crime-02
      :ARG1 (t / this)
      :mod (p / precise)
      :ARG1-of (r / repay-01
            :polarity -
            :ARG0 (w / we)
            :ARG3 (t2 / thing
                  :ARG1-of (s / same-01))
            :ARG1-of (r2 / recommend-01)))"
micro_b007,higher_dog_poo_fines,a1,False,pro,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.","# ::snt Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.
(r / require-01
      :ARG0 (d / dirt
            :mod (d2 / dog)
            :location (p / pavement))
      :ARG1 (a / attend-02
            :ARG0 (ii / i)
            :ARG1-of (c / complete-02)
            :ARG1-of (f / focus-01
                  :ARG2 (g / ground)))
      :time (w / way
            :direction-of (w2 / work-01
                  :ARG0 ii)))"
micro_b007,higher_dog_poo_fines,a2,False,pro,This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.,"# ::snt This results in a lack of alertness in the road traffic comparable to a minor offense of the traffic regulations.
(r / result-01
      :ARG1 (t / this)
      :ARG2 (l / lack-01
            :ARG1 (a / alert-01
                  :ARG1 (t2 / traffic
                        :mod (r2 / road))
                  :ARG1-of (c / comparable-03
                        :ARG2 (o / offend-03
                              :ARG1-of (m / minor-01)
                              :ARG1-of (r3 / regulate-01
                                    :ARG0 t2))))))"
micro_b007,higher_dog_poo_fines,a4,False,pro,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,"# ::snt Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.
(p / possible-01
      :ARG1 (t / think-01
            :ARG0 (p2 / person
                  :ARG0-of (o / own-01
                        :ARG1 (d / dog)))
            :ARG1 (t2 / thing
                  :ARG1-of (s / secretion-00
                        :ARG0 (a / animal))
                  :ARG0-of (h / harmful-02
                        :polarity -)
                  :domain (d2 / dirt
                        :part-of d))
            :mod (o2 / only)
            :ARG1-of (r / resemble-01
                  :ARG2 (o3 / other
                        :mod (a2 / any)))))"
micro_b007,higher_dog_poo_fines,a5,False,pro,Yet then they misjudge its impact on road traffic.,"# ::snt Yet then they misjudge its impact on road traffic.
(h / have-concession-91
      :ARG1 (m / misjudge-01
            :ARG0 (t / they)
            :ARG1 (ii / impact-01
                  :ARG0 (ii2 / it)
                  :ARG1 (t2 / traffic
                        :mod (r / road)))
            :time (t3 / then)))"
micro_b008,over_the_counter_morning_after_pill,a1,False,con,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,"# ::snt Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.
(a / and
      :op1 (n / nice-01
            :ARG1 (ii / it))
      :op2 (s / simple-02
            :ARG1 ii)
      :mod (o / of-course)
      :condition (p / possible-01
            :ARG1 (a2 / and
                  :op1 (t / take-01
                        :ARG0 (y / you)
                        :ARG1 (p2 / pill
                              :time (d / date-entity
                                    :dayperiod (m / morning)
                                    :time (a3 / after
                                          :op1 (n2 / night))))
                        :ARG1-of (s2 / simple-02))
                  :op2 (f / feel-01
                        :ARG0 y
                        :ARG1 (a4 / at-least))
                  :time (a5 / after
                        :op1 n2
                        :ARG1-of (f2 / fun-01)
                        :accompanier (p3 / person
                              :ARG1-of (a6 / acquaint-01
                                    :ARG2 (p4 / party)))))))"
micro_b008,over_the_counter_morning_after_pill,a2,False,con,But it's not that simple.,"# ::snt But it's not that simple.
(c / contrast-01
      :ARG2 (s / simple-02
            :polarity -
            :ARG1 (ii / it)
            :degree (t / that)))"
micro_b008,over_the_counter_morning_after_pill,a3,False,con,Perhaps a new life was already created that night.,"# ::snt Perhaps a new life was already created that night.
(p / possible-01
      :ARG1 (c / create-01
            :ARG1 (l / life
                  :ARG1-of (n / new-01))
            :time (d / date-entity
                  :dayperiod (n2 / night)
                  :mod (t / that))
            :time (a / already)))"
micro_b008,over_the_counter_morning_after_pill,a4,False,con,I would kill it without further thought.,"# ::snt I would kill it without further thought.
(k / kill-01
      :ARG0 (ii / i)
      :ARG1 (ii2 / it)
      :manner (t / think-01
            :polarity -
            :ARG0 ii
            :mod (f / further)))"
micro_b009,cap_rent_increases,a2,False,pro,Clearly the landlord has to pay for some repairs before a new lease.,"# ::snt Clearly the landlord has to pay for some repairs before a new lease.
(o / obligate-01
      :ARG1 (p / person
            :ARG0-of (h / have-rel-role-91
                  :ARG2 (l / landlord)))
      :ARG2 (p2 / pay-01
            :ARG0 p
            :ARG3 (r / repair-01
                  :ARG0 p
                  :quant (s / some))
            :time (b / before
                  :op1 (l2 / lease
                        :ARG1-of (n / new-01))))
      :ARG1-of (c / clear-06))"
micro_b009,cap_rent_increases,a3,False,pro,But surely these costs could be covered by a minimal increase in rent over the course of the entire lease.,"# ::snt But surely these costs could be covered by a minimal increase in rent over the course of the entire lease.
(c / contrast-01
      :ARG2 (p / possible-01
            :ARG1 (c2 / cover-01
                  :ARG1 (ii / increase-01
                        :ARG1 (r / rent)
                        :ARG1-of (m / minimal-02)
                        :duration (l / lease
                              :mod (e / entire)))
                  :ARG2 (t / thing
                        :ARG2-of (c3 / cost-01)
                        :mod (t2 / this)))
            :ARG1-of (s / sure-02)))"
micro_b009,cap_rent_increases,a4,False,pro,All the more so as for an adequate profit the rental rate as compared to the base rent need not be raised for every new lease.,"# ::snt All the more so as for an adequate profit the rental rate as compared to the base rent need not be raised for every new lease.
(c / cause-01
      :ARG0 (n / need-01
            :polarity -
            :ARG1 (r / raise-01
                  :ARG1 (r2 / rate
                        :mod (r3 / rent)
                        :ARG1-of (c2 / compare-01
                              :ARG2 (r4 / rate
                                    :mod (r5 / rent
                                          :mod (b / base)))))
                  :purpose (l / lease-01
                        :mod (e / every)
                        :ARG1-of (n2 / new-01))))
      :ARG1 (p / profit-01
            :mod (a / adequate))
      :mod (a2 / all))"
micro_b010,health_insurance_cover_complementary_medicine,a2,False,pro,"since both methods can lead to the prevention, mitigation or cure of an illness.","# ::snt since both methods can lead to the prevention, mitigation or cure of an illness.
(c / cause-01
      :ARG0 (p / possible-01
            :ARG1 (l / lead-03
                  :ARG0 (m / method
                        :mod (b / both))
                  :ARG2 (o / or
                        :op1 (p2 / prevent-01
                              :ARG1 (ii / ill-01))
                        :op2 (m2 / mitigate-01
                              :ARG1 ii)
                        :op3 (c2 / cure-01
                              :ARG2 ii)))))"
micro_b010,health_insurance_cover_complementary_medicine,a3,False,pro,"Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,","# ::snt Besides it should be in the interest of the health insurers to recognize alternative medicine as treatment,
(ii / interest-01
      :ARG1 (c / company
            :ARG0-of (ii2 / insure-02
                  :ARG1 (h / health)))
      :ARG2 (r / recognize-01
            :ARG0 c
            :ARG1 (m / medicine
                  :mod (a / alternative))
            :ARG2 (t / treat-03))
      :mod (b / besides))"
micro_b010,health_insurance_cover_complementary_medicine,a4,False,pro,since there is a chance of recovery.,"# ::snt since there is a chance of recovery.
(c / cause-01
      :ARG0 (c2 / chance-02
            :ARG1 (r / recover-01)))"
micro_b010,health_insurance_cover_complementary_medicine,a5,False,pro,It doesn't matter after all that those who administer the treatment don't have 'doctor status'.,"# ::snt It doesn't matter after all that those who administer the treatment don't have 'doctor status'.
(m / matter-01
      :polarity -
      :ARG1 (h / have-03
            :polarity -
            :ARG0 (p / person
                  :mod (t / that)
                  :ARG0-of (a / administer-01
                        :ARG1 (t2 / treat-03)))
            :ARG1 (s / status
                  :mod (d / doctor)))
      :mod (a2 / after-all))"
micro_b011,higher_dog_poo_fines,a2,False,pro,"Indeed it's not the fault of the animals,","# ::snt Indeed it's not the fault of the animals,
(f / fault-01
      :polarity -
      :ARG1 (a / animal)
      :ARG2 (ii / it)
      :mod (ii2 / indeed))"
micro_b011,higher_dog_poo_fines,a3,False,pro,"but once you step in it, their excrement seems to stick rather persistently to your soles.","# ::snt but once you step in it, their excrement seems to stick rather persistently to your soles.
(c / contrast-01
      :ARG2 (s / seem-01
            :ARG1 (s2 / stick-01
                  :ARG1 (e / excrement
                        :poss (t / they))
                  :ARG2 (s3 / soles
                        :part-of (y / you))
                  :ARG1-of (p / persist-01
                        :degree (r / rather)))
            :time (s4 / step-01
                  :ARG0 y
                  :ARG2 (ii / it))))"
micro_b012,school_uniforms,a1,False,pro,"Some may find the idea of a school uniform anachronistic,","# ::snt Some may find the idea of a school uniform anachronistic,
(p / possible-01
      :ARG1 (f / find-02
            :ARG0 (s / some)
            :ARG1 (a / anachronistic
                  :domain (ii / idea
                        :topic (u / uniform
                              :mod (s2 / school))))))"
micro_b012,school_uniforms,a2,False,pro,or regard it as too much of an intervention into the leeway of students and parents to make decisions.,"# ::snt or regard it as too much of an intervention into the leeway of students and parents to make decisions.
(o / or
      :op2 (r / regard-01
            :ARG1 (ii / it)
            :ARG2 (ii2 / intervene-01
                  :ARG1 (l / leeway
                        :poss (a / and
                              :op1 (p / person
                                    :ARG0-of (s / study-01))
                              :op2 (p2 / person
                                    :ARG0-of (h / have-rel-role-91
                                          :ARG2 (p3 / parent))))
                        :purpose (d / decide-01
                              :ARG0 a))
                  :ARG1-of (h2 / have-quant-91
                        :ARG2 (m / much)
                        :ARG3 (t / too)))))"
micro_b012,school_uniforms,a3,False,pro,"Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments.","# ::snt Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments.
(c / contrast-01
      :ARG2 (c2 / case-04
            :ARG1 (w / wear-01
                  :ARG0 (p / person
                        :ARG0-of (s / study-01
                              :location (s2 / school
                                    :ARG1-of (f / free-04
                                          :polarity -
                                          :ARG2 (ii / iform)
                                          :ARG1-of (a / appear-02)))))
                  :ARG1 (u / uniform
                        :ARG1-of (c3 / consist-01
                              :ARG2 (t / thing
                                    :ARG2-of (c4 / clothe-01)
                                    :mod (b / brand)
                                    :mod (c5 / certain))))
                  :mod (e / essential))
            :time (a2 / already)
            :time (t2 / today)
            :mod (ii2 / indeed)))"
micro_b013,health_insurance_cover_complementary_medicine,a2,False,pro,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,","# ::snt Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,
(p / possible-01
      :ARG1 (p2 / prove-01
            :ARG1 (a / and
                  :op1 (p3 / practice-01)
                  :op2 (a2 / approach-02)
                  :ARG1-of (l / lump-01
                        :manner (t / together)
                        :time (t2 / term
                              :mod (t3 / this)))
                  :mod (a3 / all
                        :polarity -))
            :location (t4 / try-01
                  :mod (c / clinic))))"
micro_b013,health_insurance_cover_complementary_medicine,a3,False,pro,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,"# ::snt yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
(c / contrast-01
      :ARG2 (d / demonstrate-01
            :ARG1 (e / effect-03
                  :ARG0 (t / they)
                  :mod (p / positive)
                  :mod (p2 / precise)
                  :time (a / accompany-01
                        :ARG0 t
                        :ARG1 (t2 / therapy
                              :mod (m / medicine)
                              :mod (c2 / conventional)
                              :mod (w / world-region
                                    :name (n / name
                                          :op1 ""West""))))
                  :ARG0-of (b / benefit-01
                        :ARG1 t))))"
micro_b013,health_insurance_cover_complementary_medicine,a4,False,pro,Besides many general practitioners offer such counselling and treatments in parallel anyway -,"# ::snt Besides many general practitioners offer such counselling and treatments in parallel anyway -
(o / offer-01
      :ARG0 (p / practitioner
            :ARG1-of (g / general-02)
            :quant (m / many))
      :ARG1 (a / and
            :op1 (c / counsel-01)
            :op2 (t / treat-03)
            :mod (s / such))
      :mod (a2 / anyway)
      :ARG1-of (p2 / parallel-01))"
micro_b013,health_insurance_cover_complementary_medicine,a5,False,pro,and who would want to question their broad expertise?,"# ::snt and who would want to question their broad expertise?
(a / and
      :op2 (w / want-01
            :ARG0 (a2 / amr-unknown)
            :ARG1 (q / question-03
                  :ARG0 a2
                  :ARG1 (e / expertise
                        :poss (t / they)
                        :ARG1-of (b / broad-02)))))"
micro_b014,public_broadcasting_fees_on_demand,a2,False,pro,It is in fact good to support sophisticated programming through fees.,"# ::snt It is in fact good to support sophisticated programming through fees.
(g / good-02
      :ARG1 (s / support-01
            :ARG1 (p / program-01
                  :mod (s2 / sophisticated))
            :manner (f / fee))
      :mod (ii / in-fact))"
micro_b014,public_broadcasting_fees_on_demand,a3,False,pro,"Curiously, however, there are still adverts and product placements on the public channels.","# ::snt Curiously, however, there are still adverts and product placements on the public channels.
(c / contrast-01
      :ARG2 (a / and
            :op1 (a2 / advertise-01)
            :op2 (p / placate-01
                  :ARG2 (p2 / product))
            :mod (s / still)
            :location (c2 / channel
                  :ARG1-of (p3 / public-02))
            :ARG1-of (c3 / curious-02)))"
micro_b014,public_broadcasting_fees_on_demand,a4,False,pro,"What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations?","# ::snt What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations?
(m / multi-sentence
      :snt1 (p / pay-01
            :ARG0 (y / you)
            :ARG3 (a / amr-unknown)
            :mod (t / then))
      :snt2 (g / get-22
            :ARG0 (p2 / person
                  :ARG1-of (s / same-01)
                  :ARG0-of (a2 / act-01))
            :ARG1 (l / laugh-01
                  :ARG0 p2
                  :ARG2 (l2 / location
                        :location-of (s2 / shoot-02)
                        :mod (e / exotic)))
            :frequency (t2 / time-and-again)
            :polarity (a3 / amr-unknown)))"
micro_b014,public_broadcasting_fees_on_demand,a5,False,pro,Also the scripts are often copied off each other.,"# ::snt Also the scripts are often copied off each other.
(c / copy-01
      :ARG1 (s / script)
      :mod (a / also)
      :frequency (o / often)
      :mod (o2 / off)
      :mod (o3 / other
            :mod (e / each)))"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a2,False,pro,"Sure, other people have to work in the shops on the weekend,","# ::snt Sure, other people have to work in the shops on the weekend,
(o / obligate-01
      :ARG1 (p / person
            :mod (o2 / other))
      :ARG2 (w / work-01
            :ARG0 p
            :location (s / shop)
            :time (w2 / weekend))
      :ARG1-of (s2 / sure-02))"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a3,False,pro,but they can have days off during the week and run errands at their leisure while I'm stuck in the office.,"# ::snt but they can have days off during the week and run errands at their leisure while I'm stuck in the office.
(c / contrast-01
      :ARG2 (p / possible-01
            :ARG1 (a / and
                  :op1 (h / have-03
                        :ARG0 (t / they)
                        :ARG1 (d / day
                              :mod (o / off)
                              :duration (w / week)))
                  :op2 (r / run-01
                        :ARG0 t
                        :ARG1 (e / errand)
                        :manner (l / leisure
                              :poss t))
                  :time (s / stick-01
                        :ARG1 (ii / i)
                        :ARG2 (o2 / office)))))"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a4,False,pro,"Plus, the state wants me to spend my money,","# ::snt Plus, the state wants me to spend my money,
(w / want-01
      :ARG0 (s / state)
      :ARG1 (s2 / spend-01
            :ARG0 (ii / i)
            :ARG3 (m / money
                  :poss ii))
      :mod (p / plus))"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a5,False,pro,and how am I supposed to do that when the shops aren't open when I'm off work?,"# ::snt and how am I supposed to do that when the shops aren't open when I'm off work?
(a / and
      :op2 (s / suppose-02
            :ARG1 (ii / i)
            :ARG2 (d / do-02
                  :ARG0 ii
                  :ARG1 (t / that))
            :manner (a2 / amr-unknown)
            :time (o / open-09
                  :polarity -
                  :ARG1 (s2 / shop)
                  :time (w / work-01
                        :polarity -
                        :ARG0 ii))))"
