file_id,topic_id,adu_id,is_major_claim,stance,text
micro_b012,school_uniforms,a3,FALSE,pro,"Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments."
micro_b012,school_uniforms,a4,TRUE,pro,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power."
micro_b013,health_insurance_cover_complementary_medicine,a1,TRUE,pro,Health insurance companies should naturally cover alternative medical treatments.
micro_b013,health_insurance_cover_complementary_medicine,a2,FALSE,pro,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,"
micro_b013,health_insurance_cover_complementary_medicine,a3,FALSE,pro,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.
micro_b013,health_insurance_cover_complementary_medicine,a4,FALSE,pro,Besides many general practitioners offer such counselling and treatments in parallel anyway -
micro_b013,health_insurance_cover_complementary_medicine,a5,FALSE,pro,and who would want to question their broad expertise?
micro_b014,public_broadcasting_fees_on_demand,a1,TRUE,pro,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc."
micro_b014,public_broadcasting_fees_on_demand,a2,FALSE,pro,It is in fact good to support sophisticated programming through fees.
micro_b014,public_broadcasting_fees_on_demand,a3,FALSE,pro,"Curiously, however, there are still adverts and product placements on the public channels."
micro_b014,public_broadcasting_fees_on_demand,a4,FALSE,pro,"What are you paying for, then? That the same actors time and again get to have a laugh at exotic shooting locations?"
micro_b014,public_broadcasting_fees_on_demand,a5,FALSE,pro,Also the scripts are often copied off each other.
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a1,TRUE,pro,"Well, I as an employee find it very practical to be able to shop at least on weekends."
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a2,FALSE,pro,"Sure, other people have to work in the shops on the weekend,"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a3,FALSE,pro,but they can have days off during the week and run errands at their leisure while I'm stuck in the office.
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a4,FALSE,pro,"Plus, the state wants me to spend my money,"
micro_b015,allow_shops_to_open_on_holidays_and_sundays,a5,FALSE,pro,and how am I supposed to do that when the shops aren't open when I'm off work?
micro_b016,increase_weight_of_BA_thesis_in_final_grade,a1,FALSE,pro,The idea of the bachelor degree is to put together a cumulative grade from various individual assignments in order to generate a final grade.
micro_b016,increase_weight_of_BA_thesis_in_final_grade,a2,FALSE,pro,"This is also more akin to the real working world later, where performance isn't singular, but constant and has to be delivered over longer periods."
micro_b016,increase_weight_of_BA_thesis_in_final_grade,a3,FALSE,pro,That's why it makes sense that the bachelor thesis only makes up a relatively small portion of the final grade (15 out of 120 credits).
micro_b016,increase_weight_of_BA_thesis_in_final_grade,a4,FALSE,pro,"However, the effort required for the individual equally weighted modules differs strongly."
micro_b016,increase_weight_of_BA_thesis_in_final_grade,a5,TRUE,pro,It would therefore be wise to adjust the required effort for final theses accordingly.
micro_b017,cap_rent_increases,a1,TRUE,pro,Rent prices should be limited by a cap when there's a change of tenant.
micro_b017,cap_rent_increases,a2,FALSE,pro,"Landlords may want to earn as much as possible,"
micro_b017,cap_rent_increases,a3,FALSE,pro,"and many, consistent with market principles, are prepared to pay higher rents,"
micro_b017,cap_rent_increases,a4,FALSE,pro,but that people with the same income suddenly must pay more and can't live in the same flat anymore seems implausible.
micro_b017,cap_rent_increases,a5,FALSE,pro,Gentrification destroys entire districts and their culture.
micro_b018,health_insurance_cover_complementary_medicine,a1,FALSE,con,The choice of an attending physician is at the discretion of the patient.
micro_b018,health_insurance_cover_complementary_medicine,a2,FALSE,con,Yet the funds of the health insurance companies are a common benefit for all premium payers.
micro_b018,health_insurance_cover_complementary_medicine,a3,FALSE,con,They should not be spent on personal preferences without proven use.
micro_b018,health_insurance_cover_complementary_medicine,a4,FALSE,con,The effectiveness of many natural remedies has not been demonstrated.
micro_b018,health_insurance_cover_complementary_medicine,a5,TRUE,con,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.
micro_b019,buy_tax_evader_data_from_dubious_sources,a1,FALSE,con,It is desirable that no one channels his or her wealth past the tax authorities.
micro_b019,buy_tax_evader_data_from_dubious_sources,a2,FALSE,con,Those who do or try to should be held accountable if at all possible.
micro_b019,buy_tax_evader_data_from_dubious_sources,a3,FALSE,con,"Having said that, state funds are often wasted on nonsensical investments,"
micro_b019,buy_tax_evader_data_from_dubious_sources,a4,FALSE,con,so that this ideal appears unworthy of support in many ways.
micro_b019,buy_tax_evader_data_from_dubious_sources,a5,FALSE,con,"Besides, the trading of information is obviously driven by greed of gain."
micro_b019,buy_tax_evader_data_from_dubious_sources,a6,TRUE,con,Tax data that are not made available for free should therefore not be acquired by the state.
micro_b020,make_video_games_olympic,a1,FALSE,con,Olympic events are rooted in old traditions.
micro_b020,make_video_games_olympic,a2,FALSE,con,"On the other hand, the events have a culturally determined character."
micro_b020,make_video_games_olympic,a3,FALSE,con,Our society is strongly digitized and influenced by computers.
micro_b020,make_video_games_olympic,a4,FALSE,con,Yet sports are usually associated with physical training.
micro_b020,make_video_games_olympic,a5,FALSE,con,"Since however skat, chess etc. are not accepted as Olympic events,"
micro_b020,make_video_games_olympic,a6,TRUE,con,computer games should also not be recognized as Olympic events.
micro_b021,charge_tuition_fees,a1,TRUE,con,Tuition fees should not be charged in Germany.
micro_b021,charge_tuition_fees,a2,FALSE,con,Studying and taking higher degrees must remain a basic right for everyone.
micro_b021,charge_tuition_fees,a3,FALSE,con,Fees result in longer durations of studies.
micro_b021,charge_tuition_fees,a4,FALSE,con,That's costly!
micro_b022,keep_retirement_at_63,a1,TRUE,con,"No, the retirement age should be raised to 65 again."
micro_b022,keep_retirement_at_63,a2,FALSE,con,"People are getting older on average,"
micro_b022,keep_retirement_at_63,a3,FALSE,con,but they are not sicker and not duller because of it.
micro_b022,keep_retirement_at_63,a4,FALSE,con,Without them we'd forgo a great deal of collected experience.
micro_b022,keep_retirement_at_63,a5,FALSE,con,And we'd have to offer more leisure activities for seniors.
micro_b023,introduce_capital_punishment,a1,FALSE,con,No human being or human committee should again be given the permission to rule over 'life or death'.
micro_b023,introduce_capital_punishment,a2,FALSE,con,Courts are also subject to human error.
micro_b023,introduce_capital_punishment,a3,TRUE,con,That's why Germany should not introduce capital punishment!
micro_b023,introduce_capital_punishment,a4,FALSE,con,"Every human, even those who have committed a despicable crime, can bring themselves to regret and change their opinion."
micro_b023,introduce_capital_punishment,a5,FALSE,con,A door must remain open for making amends.
micro_b024,cap_rent_increases,a1,TRUE,pro,A stop must be put to exorbitant rents by imposing a limit on rent increases when changing residences.
micro_b024,cap_rent_increases,a2,FALSE,pro,For affordable living space is scarce.
micro_b024,cap_rent_increases,a3,FALSE,pro,"Besides, a higher degree of luxury (expensive flats) is not necessary for the majority of the people, but rather a flat at all."
micro_b024,cap_rent_increases,a4,FALSE,pro,"Plus everyone has to move approx. 3-10 times in his or her life,"
micro_b024,cap_rent_increases,a5,FALSE,pro,because the size of the desired accommodation changes over the course of a lifetime.
micro_b025,health_insurance_cover_complementary_medicine,a1,FALSE,pro,"From time immemorial humans have had complementary medicine,"
micro_b025,health_insurance_cover_complementary_medicine,a2,FALSE,pro,and it has not generally been ineffective.
micro_b025,health_insurance_cover_complementary_medicine,a3,TRUE,pro,A reduction in the amount of chemically produced medication per person is most certainly desirable.
micro_b025,health_insurance_cover_complementary_medicine,a4,FALSE,pro,"This will do little damage to the pharmaceutical industry,"
micro_b025,health_insurance_cover_complementary_medicine,a5,FALSE,pro,and conventional medicine will also hardly suffer.
micro_b025,health_insurance_cover_complementary_medicine,a6,FALSE,pro,The patient could learn to be more aware of his or her body and to treat it more healthily.
micro_b026,health_insurance_cover_complementary_medicine,a1,TRUE,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
micro_b026,health_insurance_cover_complementary_medicine,a2,FALSE,pro,Their treatment methods and successes are not amply researched or proven.
micro_b026,health_insurance_cover_complementary_medicine,a3,FALSE,pro,"Yet many patients subjectively experience relief or are cured of their complaints,"
micro_b026,health_insurance_cover_complementary_medicine,a4,FALSE,pro,which ultimately also saves costs for conventional treatments and medication.
micro_b026,health_insurance_cover_complementary_medicine,a5,FALSE,pro,"Also conventional medicine is in many cases not successful,"
micro_b026,health_insurance_cover_complementary_medicine,a6,FALSE,pro,"and, moreover, entails significant risks and side effects."
micro_b027,introduce_capital_punishment,a1,TRUE,con,The death penalty should be abandoned everywhere.
micro_b027,introduce_capital_punishment,a2,FALSE,con,From a Christian and humanistic perspective it is not allowed to kill someone.
micro_b027,introduce_capital_punishment,a3,FALSE,con,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
micro_b027,introduce_capital_punishment,a4,FALSE,con,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
micro_b027,introduce_capital_punishment,a5,FALSE,con,Moreover it turns out time and again that innocent people are also convicted and executed.
micro_b028,charge_tuition_fees,a1,TRUE,con,The universities in Germany should not under any circumstances charge tuition fees.
micro_b028,charge_tuition_fees,a2,FALSE,con,This would impede or prevent access to those who are financially weaker.
micro_b028,charge_tuition_fees,a3,FALSE,con,The anticipated objectives of tuition fees can be achieved by other means.
micro_b028,charge_tuition_fees,a4,FALSE,con,There are other instruments to motivate tighter discipline while studying.
micro_b028,charge_tuition_fees,a5,FALSE,con,And funding-wise it ought to be considered how costs incurred by students from other (federal) states can be reimbursed.
micro_b029,public_broadcasting_fees_on_demand,a1,TRUE,con,The TV/radio licence fee can only be required of all citizens/households equally.
micro_b029,public_broadcasting_fees_on_demand,a2,FALSE,con,Critics point out that they are not using what's on offer by public broadcasting.
micro_b029,public_broadcasting_fees_on_demand,a3,FALSE,con,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
micro_b029,public_broadcasting_fees_on_demand,a4,FALSE,con,"However, it is impossible to monitor this and collect more customized fees."
micro_b029,public_broadcasting_fees_on_demand,a5,FALSE,con,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not."
micro_b030,school_uniforms,a1,TRUE,con,School uniforms should not be worn in our schools.
micro_b030,school_uniforms,a2,FALSE,con,They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented.
micro_b030,school_uniforms,a3,FALSE,con,Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform.
micro_b030,school_uniforms,a4,FALSE,con,Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.
micro_b031,introduce_capital_punishment,a1,TRUE,con,"One should not re-introduce capital punishment in Germany,"
micro_b031,introduce_capital_punishment,a2,FALSE,con,since no one can claim the right to rule over the life or death of another human being.
micro_b031,introduce_capital_punishment,a3,FALSE,con,Capital punishment will not deter anyone else from an atrocity.
micro_b031,introduce_capital_punishment,a4,FALSE,con,Everyone must be given the chance to hone their conscience and possibly make amends for their deed.
micro_b032,higher_dog_poo_fines,a1,TRUE,pro,There should be a higher fine for dog dirt on the pavement.
micro_b032,higher_dog_poo_fines,a2,FALSE,pro,Dog dirt is disgusting and a hygiene problem.
micro_b032,higher_dog_poo_fines,a3,FALSE,pro,"Also children, adults and other animals aren't allowed to leave droppings on the pavement."
micro_b032,higher_dog_poo_fines,a4,FALSE,pro,"If you dispose of the waste then and there yourself, no fine is necessary."
micro_b033,partial_housing_development_at_Tempelhofer_Feld,a1,TRUE,pro,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,"
micro_b033,partial_housing_development_at_Tempelhofer_Feld,a2,FALSE,pro,as the area is right in the middle of the city (capital).
micro_b033,partial_housing_development_at_Tempelhofer_Feld,a3,FALSE,pro,The size of the field allows for both housing and generous open space.
micro_b034,charge_tuition_fees,a1,TRUE,con,Tuition fees should not generally be charged by universities.
micro_b034,charge_tuition_fees,a2,FALSE,con,"Universities are for all citizens, independent of their finances."
micro_b034,charge_tuition_fees,a3,FALSE,con,"Education and training are fundamental rights which the state, the society must provide."
micro_b034,charge_tuition_fees,a4,FALSE,con,"If a university lacks the funds, sponsors must be found."
micro_b034,charge_tuition_fees,a5,FALSE,con,Unfortunately this can lead to disagreeable dependencies in some cases.
micro_b035,health_insurance_cover_complementary_medicine,a1,FALSE,pro,Complementary medicine includes treatments with proven health benefits in many areas
micro_b035,health_insurance_cover_complementary_medicine,a2,FALSE,pro,"which are often less costly than medication from conventional medicine, which are also paid for after all."
micro_b035,health_insurance_cover_complementary_medicine,a3,FALSE,pro,Often natural treatments do not put as much of a strain on the patient.
micro_b035,health_insurance_cover_complementary_medicine,a4,FALSE,pro,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.
micro_b035,health_insurance_cover_complementary_medicine,a5,TRUE,pro,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
micro_b036,make_video_games_olympic,a1,TRUE,pro,Video games ought to be included in the ranks of Olympic events.
micro_b036,make_video_games_olympic,a2,FALSE,pro,The performance often required by players is considerable and by all means comparable to physical efforts.
micro_b036,make_video_games_olympic,a3,FALSE,pro,"Various skills are promoted and required by different games,"
micro_b036,make_video_games_olympic,a4,TRUE,pro,"including planning abilities, reaction time, and reasoning to name but a few."
micro_b036,make_video_games_olympic,a5,FALSE,pro,"Considering their requirements, some video games are not relevant as sports,"
micro_b036,make_video_games_olympic,a6,FALSE,pro,but this issue should be solvable through a clearly structured preselection process.
micro_b037,over_the_counter_morning_after_pill,a1,TRUE,pro,The morning-after pill ought to be available over-the-counter in pharmacies.
micro_b037,over_the_counter_morning_after_pill,a2,FALSE,pro,Even with state-of-the-art contraceptives there can be mistakes and problems
micro_b037,over_the_counter_morning_after_pill,a3,FALSE,pro,and an unwanted pregnancy can place a significant strain on both the parents and the child for the rest of their lives.
micro_b037,over_the_counter_morning_after_pill,a4,FALSE,pro,"Some worry about careless use of such measures,"
micro_b037,over_the_counter_morning_after_pill,a5,FALSE,pro,but this problem should rather be addressed with comprehensive prior education.
micro_b038,school_uniforms,a1,TRUE,pro,School uniforms should be introduced in our schools again.
micro_b038,school_uniforms,a2,FALSE,pro,"This provides an at least superficial equalization in our heavily economically oriented society,"
micro_b038,school_uniforms,a3,FALSE,pro,which may reduce discrimination of financially and/or socially disadvantaged children.
micro_b038,school_uniforms,a4,FALSE,pro,"Furthermore, it would facilitate the finding of truants, who may wish to get away with fewer classes at school."
micro_b038,school_uniforms,a5,FALSE,pro,Uniforms always and immediately provoke fear of losing one's individuality
micro_b038,school_uniforms,a6,FALSE,pro,"but what's really lacking in schools today is rather a real sense of community, which would possibly be strengthened by an equal, collective appearance."
micro_b039,EU_influence_on_political_events_in_Ukraine,a1,TRUE,pro,The EU should exert influence on the political events in Ukraine.
micro_b039,EU_influence_on_political_events_in_Ukraine,a2,FALSE,pro,"The developments in that conflict should not be left to former Cold War opponents alone,"
micro_b039,EU_influence_on_political_events_in_Ukraine,a3,FALSE,pro,for that course can only lead to escalation in some form.
micro_b039,EU_influence_on_political_events_in_Ukraine,a4,FALSE,pro,"Furthermore, Ukraine is culturally and geographically much closer than other countries that the EU (used to) get involved with."
micro_b039,EU_influence_on_political_events_in_Ukraine,a5,FALSE,pro,"Indeed one could argue that a country has to deal with internal political changes itself,"
micro_b039,EU_influence_on_political_events_in_Ukraine,a6,FALSE,pro,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers."
micro_b040,higher_dog_poo_fines,a1,TRUE,pro,There should be much higher fines for dog dirt left on pavements.
micro_b040,higher_dog_poo_fines,a2,FALSE,pro,Stepping in dog dirt is gross and absolutely ruins your day
micro_b040,higher_dog_poo_fines,a3,FALSE,pro,"due to the dirt, the stench and the often considerable effort to get rid of it."
micro_b040,higher_dog_poo_fines,a4,FALSE,pro,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate."
micro_b040,higher_dog_poo_fines,a5,FALSE,pro,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
micro_b040,higher_dog_poo_fines,a6,FALSE,pro,but according to this logic one could hardly make the taxpayer accountable for almost any offense.
micro_b041,stricter_regulation_of_intelligence_services,a1,TRUE,pro,Secret services must be more tightly regulated in order to prevent excessive surveillance.
micro_b041,stricter_regulation_of_intelligence_services,a2,FALSE,pro,"After all, secret services tend to develop a life of their own (a state within a state), which would be irresponsible for democratic states."
micro_b041,stricter_regulation_of_intelligence_services,a3,FALSE,pro,"Besides, intelligence services intervene massively in the privacy of citizens"
micro_b041,stricter_regulation_of_intelligence_services,a4,FALSE,pro,and must therefore be monitored more closely to prevent abuse.
micro_b041,stricter_regulation_of_intelligence_services,a5,FALSE,pro,Parliamentary control however hampers the work of intelligence services
micro_b041,stricter_regulation_of_intelligence_services,a6,FALSE,pro,for it jeopardizes the secrecy and security of confidential data and informants.
micro_b042,over_the_counter_morning_after_pill,a1,FALSE,con,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
micro_b042,over_the_counter_morning_after_pill,a2,FALSE,con,But without a prescription requirement there's also no medical advice given before intake.
micro_b042,over_the_counter_morning_after_pill,a3,FALSE,con,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,"
micro_b042,over_the_counter_morning_after_pill,a4,TRUE,con,dispensing it without medical advice would be inappropriate.
micro_b042,over_the_counter_morning_after_pill,a5,FALSE,con,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects."
micro_b042,over_the_counter_morning_after_pill,a6,TRUE,con,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
micro_b044,TXL_airport_remain_operational_after_BER_opening,a1,TRUE,pro,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
micro_b044,TXL_airport_remain_operational_after_BER_opening,a2,FALSE,pro,It is an asset for the economy.
micro_b044,TXL_airport_remain_operational_after_BER_opening,a3,FALSE,pro,The negative impact of air traffic however is considerable.
micro_b044,TXL_airport_remain_operational_after_BER_opening,a4,FALSE,pro,Air traffic is extremely environmentally unfriendly.
micro_b044,TXL_airport_remain_operational_after_BER_opening,a5,FALSE,pro,"Particularly in Tegel, the residents have been bearing the stress of aircraft noise for decades."
micro_b045,buy_tax_evader_data_from_dubious_sources,a1,FALSE,con,"By purchasing illegally acquired tax data of citizens, the state is not only turning itself into a felon, but it is paying criminals, too."
micro_b045,buy_tax_evader_data_from_dubious_sources,a2,FALSE,con,"Besides, the purchase of such CDs is unnecessary today,"
micro_b045,buy_tax_evader_data_from_dubious_sources,a3,FALSE,con,"as, due to changed terms of business, many banks urge their customers to turn themselves in."
micro_b045,buy_tax_evader_data_from_dubious_sources,a4,TRUE,con,Acquiring CDs with tax data of tax delinquents is therefore out of the question.
micro_b045,buy_tax_evader_data_from_dubious_sources,a5,FALSE,con,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
micro_b046,stricter_regulation_of_intelligence_services,a1,FALSE,pro,Intelligence services apparently enjoy indiscriminate liberties.
micro_b046,stricter_regulation_of_intelligence_services,a2,FALSE,pro,No one can follow their activities in detail.
micro_b046,stricter_regulation_of_intelligence_services,a3,FALSE,pro,Of course a certain level of secrecy is the basis for the work of intelligence services.
micro_b046,stricter_regulation_of_intelligence_services,a4,FALSE,pro,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
micro_b046,stricter_regulation_of_intelligence_services,a5,TRUE,pro,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
micro_b047,over_the_counter_morning_after_pill,a1,FALSE,con,The morning-after pill has a number of side effects.
micro_b047,over_the_counter_morning_after_pill,a2,FALSE,con,A differentiated analysis of its side effects is not achievable for a layperson without medical advice.
micro_b047,over_the_counter_morning_after_pill,a3,FALSE,con,"However these are clearly stated on the package insert,"
micro_b047,over_the_counter_morning_after_pill,a4,FALSE,con,and a request for an early termination of a pregnancy is the right of every woman.
micro_b047,over_the_counter_morning_after_pill,a5,TRUE,con,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
micro_b048,charge_tuition_fees,a1,FALSE,con,Every German citizen has a right to education.
micro_b048,charge_tuition_fees,a2,FALSE,con,"Quality at universities has its price,"
micro_b048,charge_tuition_fees,a3,FALSE,con,which is why students also ought to be involved in this cost factor.
micro_b048,charge_tuition_fees,a4,FALSE,con,But education must not be a question of money in a wealthy society such as Germany.
micro_b048,charge_tuition_fees,a5,TRUE,con,Therefore universities should not charge tuition fees in Germany.
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a1,FALSE,con,The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a2,FALSE,con,But one can make occasional mistakes in the thesis.
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a3,FALSE,con,"If this carries more weight, many good individual assignments done during the course of study may be obscured."
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a4,FALSE,con,A good grade for the thesis also significantly depends on the supervision of a dedicated teacher.
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a5,TRUE,con,Due to the many random factors the bachelor thesis should not play a bigger role.
micro_b050,keep_retirement_at_63,a1,FALSE,con,"Germany's aging society is undergoing demographic change,"
micro_b050,keep_retirement_at_63,a2,FALSE,con,and the age of those who are physically and mentally fit is increasing steadily.
micro_b050,keep_retirement_at_63,a3,FALSE,con,Thus social security and pension costs are increasing.
micro_b050,keep_retirement_at_63,a4,FALSE,con,Yet no one should be required to work for more than 40 years.
micro_b050,keep_retirement_at_63,a5,TRUE,con,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a1,FALSE,con,Due to the increase in opening hours on Sundays and holidays there is a rise in employment.
