filename,type,text
micro_b026.xml,objections,"Yet many patients subjectively experience relief or are cured of their complaints,"
micro_b027.xml,objections,Proponents of the death penalty count on its deterring effect as well as the ultimate elimination of any potential threat.
micro_b027.xml,objections,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.
micro_b029.xml,objections,Critics point out that they are not using what's on offer by public broadcasting.
micro_b029.xml,objections,I do doubt that there is anyone who has never at least indirectly watched the programming of the public broadcasters.
micro_b029.xml,objections,"However, it is impossible to monitor this and collect more customized fees."
micro_b030.xml,objections,Nevertheless hardly anyone wishes to dress themselves or their children in a standard uniform.
micro_b030.xml,objections,They do offer the benefit that the competition over brand-name clothes and the discrimination of the socially weak are prevented.
micro_b034.xml,objections,Unfortunately this can lead to disagreeable dependencies in some cases.
micro_b036.xml,objections,"Considering their requirements, some video games are not relevant as sports,"
micro_b036.xml,objections,but this issue should be solvable through a clearly structured preselection process.
micro_b037.xml,objections,but this problem should rather be addressed with comprehensive prior education.
micro_b037.xml,objections,"Some worry about careless use of such measures,"
micro_b038.xml,objections,Uniforms always and immediately provoke fear of losing one's individuality
micro_b038.xml,objections,"but what's really lacking in schools today is rather a real sense of community, which would possibly be strengthened by an equal, collective appearance."
micro_b039.xml,objections,"Indeed one could argue that a country has to deal with internal political changes itself,"
micro_b039.xml,objections,"but political power also brings about political responsibility, in this case the responsibility to protect the Ukrainian people from the rather strong interests of the two Great Powers."
micro_b040.xml,objections,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,"
micro_b040.xml,objections,but according to this logic one could hardly make the taxpayer accountable for almost any offense.
micro_b041.xml,objections,Parliamentary control however hampers the work of intelligence services
micro_b042.xml,objections,But without a prescription requirement there's also no medical advice given before intake.
micro_b042.xml,objections,The state ought not to restrict medical products or medical treatments for moral reasons as long as they don't do damage to others.
micro_b044.xml,objections,The negative impact of air traffic however is considerable.
micro_b045.xml,objections,"It is indisputable, however, that by purchasing such data the state increases the pressure on tax evaders to turn themselves in."
micro_b046.xml,objections,Of course a certain level of secrecy is the basis for the work of intelligence services.
micro_b046.xml,objections,"The unregulated work of the secret services, however, carries the danger of misuse of their authority."
micro_b047.xml,objections,"However these are clearly stated on the package insert,"
micro_b047.xml,objections,and a request for an early termination of a pregnancy is the right of every woman.
micro_b048.xml,objections,which is why students also ought to be involved in this cost factor.
micro_b048.xml,objections,But education must not be a question of money in a wealthy society such as Germany.
micro_b049.xml,objections,The bachelor thesis reflects both the content and the methods of the topics covered during a degree programme.
micro_b050.xml,objections,Yet no one should be required to work for more than 40 years.
micro_b051.xml,objections,so this has hardly any effect on the level of full-time employment and the number of unemployed.
micro_b051.xml,objections,Due to the increase in opening hours on Sundays and holidays there is a rise in employment.
micro_b052.xml,objections,"and physical and psychological wear on personnel is steadily increasing,"
micro_b052.xml,objections,Although the workload is getting heavier in many professions
micro_b053.xml,objections,However there is no substantiated data that this healing isn't simply due to the placebo effect.
micro_b053.xml,objections,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.
micro_b053.xml,objections,Many people see proven relief of their symptoms and complaints by complementary medicine.
micro_b054.xml,objections,"Admittedly the fields have currently become an attractive leisure park with sporting areas for many visitors and Berliners, especially in spring and summer."
micro_b055.xml,objections,Many opponents of the pill point out that this does away with the consultation at the doctor's and many women take it unnecessarily.
micro_b055.xml,objections,"However, the fact is that we pharmacists are legally required to inform the patients and possess the same subject matter expertise as doctors."
micro_b056.xml,objections,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,"
micro_b056.xml,objections,"as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure."
micro_b057.xml,objections,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves."
micro_b058.xml,objections,"Perhaps it is less thrilling for a spectator than for the player,"
micro_b058.xml,objections,"but also for contemporary Olympic events, I recall curling and 50km cross-country skiing, you have to be more than a freak to follow those more properly than only in the roundup of highlights."
micro_b059.xml,objections,"Even if one might think that additional rent control is needed besides the current tenant protection,"
micro_b059.xml,objections,one should not deny longstanding owners the opportunity to adjust their returns to market level.
micro_b060.xml,objections,then again supermarkets and large shopping centres dominate the market today already.
micro_b060.xml,objections,"Owner-run shops may potentially be overwhelmed by additional work times on Sundays and holidays,"
micro_b061.xml,objections,"In individual cases they may indeed act as a deterrent,"
micro_d01.xml,objections,But that much of a coincidence is simply impossible.
micro_d01.xml,objections,My parents say this could also be pure coincidence.
micro_d02.xml,objections,but given the cost of the star-players one could've expected more.
micro_d02.xml,objections,"Indeed the team ended up third in the league,"
micro_d03.xml,objections,although he plays very well without training.
micro_d04.xml,objections,"Admittedly they do not generally prevent you from catching a virus,"
micro_d05.xml,objections,And yet now I'll actually have all the more time for them.
micro_d05.xml,objections,Facebook warns me emphatically that I may lose contact with my friends.
micro_d06.xml,objections,but that won't do the trick if the whole neighbourhood is going down the drain in the end.
micro_d06.xml,objections,"Of course he could do another big ad campaign,"
micro_d07.xml,objections,"aside from, perhaps, during the heyday of Take That."
micro_d08.xml,objections,"and the mood in the stock market could be better on the whole,"
micro_d08.xml,objections,"Although IBM's numbers haven't been staggering recently,"
micro_d09.xml,objections,but you tend to watch Big Brother and X-Diaries.
micro_d09.xml,objections,"It would be an exception if you only watched quiz shows,"
micro_d10.xml,objections,these short-term fluctuations in birth rates don't change the general trend at all.
micro_d10.xml,objections,"Although having children has become more fashionable again in recent years,"
micro_d11.xml,objections,even if I do have to prepare a presentation for Tuesday.
micro_d12.xml,objections,"Of course the camera could be better,"
micro_d12.xml,objections,But for snap shots that's still enough.
micro_d13.xml,objections,But even without an ex-girlfriend he would never touch that.
micro_d13.xml,objections,Ralf does insist that they drank advocaat together.
micro_d14.xml,objections,"As a boy he did use to scuffle with the other choirboys,"
micro_d14.xml,objections,but that hardly counts as a proper brawl.
micro_d15.xml,objections,even if there are actually designated in-house security forces.
micro_d16.xml,objections,There are parliamentary elections soon
micro_d17.xml,objections,"However, no serious economist has confirmed this prediction to date."
micro_d17.xml,objections,One could worry that our farmers would then run into economic difficulties.
micro_d18.xml,objections,"The doctor was able to sign him off as fit for play with enough painkillers,"
micro_d18.xml,objections,but that would only make the injury worse in the long run.
micro_d19.xml,objections,But even with that tiny amount you could do a lot of good elsewhere.
micro_d19.xml,objections,The politicians are trying to appease us with the fact that actually only a tiny amount of all that money was really spent.
micro_d20.xml,objections,"The steering system may still need a bit of tweaking,"
micro_d21.xml,objections,But precisely this is unfortunately not the case.
micro_d21.xml,objections,unless they're unbreakable.
micro_d22.xml,objections,but you shouldn't bother hoping for that.
micro_d22.xml,objections,"Of course a higher federal subsidy would be even better for Berlin's coffers,"
micro_d23.xml,objections,"Yes, there is a certain risk to life."
micro_k001.xml,objections,The TV & radio licence enables economically independent journalism.
micro_k001.xml,objections,"But as long as the licence payers have no say in the distribution of the funds, the fee quite rightly annoys them."
micro_k003.xml,objections,"Throughout the six or seven semesters, however, topics are covered that likewise ought to carry weight."
micro_k003.xml,objections,Indeed the preparation of such a scientific work is a fundamental competency that must be acquired in philological degrees.
micro_k004.xml,objections,This may be a change for the employees that cannot to be implemented easily.
micro_k004.xml,objections,"However, especially for working customers this would mean greater flexibility and fewer nerve-racking peak times during the week."
micro_k006.xml,objections,"However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence."
micro_k006.xml,objections,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies."
micro_k007.xml,objections,However then you'd have a worse overview of which shop is open on a given day.
micro_k008.xml,objections,"Higher fines may not be ideal, particularly for financially weaker individuals,"
micro_k008.xml,objections,but cleaning up after their dogs does happen to be the obligation of the owners.
micro_k009.xml,objections,although they have taken or destroyed another life?
micro_k009.xml,objections,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
micro_k010.xml,objections,Nevertheless one has to point out that there'd probably be way fewer stations if it weren’t the whole of Germany that’s obliged to pay.
micro_k010.xml,objections,"That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway."
micro_k011.xml,objections,"Rent increases upon re-letting aren't bad as such, if it's only a small amount,"
micro_k012.xml,objections,But what is the good of a wonderfully outfitted university if it doesn't actually allow the majority of clever people to broaden their horizons with all that great equipment?
micro_k012.xml,objections,One could argue that an increase in tuition fees would allow institutions to be better equipped.
micro_k013.xml,objections,"For those people the late opening hours, which meanwhile already extend to 12:00 midnight, present a good alternative."
micro_k013.xml,objections,"People, however, who work during the week and on Saturdays then have a problem: everyone else can shop weekdays, but they can't."
micro_k014.xml,objections,"Yet it remains questionable whether the actual implementation of such supervision would at the same time lead to a stronger observance of laws,"
micro_k015.xml,objections,and this would delay the date of completion indefinitely.
micro_k015.xml,objections,even if billions of Euros have already been invested in the existing airport project
micro_k016.xml,objections,"Although Ukraine is a European country,"
micro_k016.xml,objections,"and the Ukrainian opposition is primarily interested in installing a robust democracy,"
micro_k016.xml,objections,"Despite the severe clashes in Kiev, which at times have threatened to escalate,"
micro_k017.xml,objections,"but without sufficient, well-qualified junior employees there is hardly a possibility for adequate pension financing."
micro_k017.xml,objections,"Admittedly the number of immigrants is constantly rising in Germany,"
micro_k018.xml,objections,"Even though politicians stress the Christian character of our country,"
micro_k019.xml,objections,Admittedly trash and turmoil are exactly what the majority of people want to see.
micro_k019.xml,objections,But to therefore offer TV according to audience rates only would be dangerous.
micro_k021.xml,objections,Everyone should be able to get the utmost profit from his or her property.
micro_k021.xml,objections,"A fixing of rent prices according to the market alone, however, will lead to a further division of society."
micro_k023.xml,objections,"For a good overall grade opens many doors,"
micro_k023.xml,objections,but is not of top priority for employers.
micro_k024.xml,objections,although there aren't enough bins and bag-dispensers for dog dirt.
micro_k025.xml,objections,"Capital punishment is not a solution,"
micro_k027.xml,objections,However it is obvious that the license fee officers are not in a position to check the usage of every single device.
micro_k029.xml,objections,women should still be informed about the risks and have a gynaecological examination before taking it.
micro_k029.xml,objections,"Though there'd be the advantage of forgoing the embarrassment of a visit to the doctor or a nighttime trip to the walk-in clinic,"
micro_k031.xml,objections,"A fine for leaving dog waste behind admittedly seems rather authoritarian,"
micro_k031.xml,objections,"but similar rules are often in place for bicycles on park paths, after all."
