file_id,topic_id,adu_id,is_major_claim,stance,text,amr_penman
micro_b025,health_insurance_cover_complementary_medicine,a3,True,pro,A reduction in the amount of chemically produced medication per person is most certainly desirable.,"# ::snt A reduction in the amount of chemically produced medication per person is most certainly desirable.
(d / desirable-02
      :ARG1 (r / reduce-01
            :ARG1 (a / amount
                  :quant-of (m / medication
                        :ARG1-of (p / produce-01
                              :manner (c / chemical)))
                  :ARG1-of (r2 / rate-entity-91
                        :ARG2 (p2 / person))))
      :mod (c2 / certain
            :mod (m2 / most)))"
micro_b026,health_insurance_cover_complementary_medicine,a1,True,pro,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,"# ::snt The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.
(r / recommend-01
      :ARG1 (c / cover-01
            :ARG0 (c2 / company
                  :ARG0-of (ii / insure-02
                        :ARG1 (h / health))
                  :mod (s / statute))
            :ARG1 (t / treat-03
                  :ARG1 (a / and
                        :op1 (p / practitioner
                              :mod (m / medicine
                                    :polarity -))
                        :op2 (p2 / practitioner
                              :mod (a2 / alternative))))
            :mod (a3 / also)))"
micro_b027,introduce_capital_punishment,a1,True,con,The death penalty should be abandoned everywhere.,"# ::snt The death penalty should be abandoned everywhere.
(r / recommend-01
      :ARG1 (a / abandon-01
            :ARG1 (p / penalize-01
                  :manner (d / die-01))
            :location (e / everywhere)))"
micro_b028,charge_tuition_fees,a1,True,con,The universities in Germany should not under any circumstances charge tuition fees.,"# ::snt The universities in Germany should not under any circumstances charge tuition fees.
(r / recommend-01
      :ARG1 (c / charge-01
            :polarity -
            :ARG0 (u / university
                  :location (c2 / country
                        :name (n / name
                              :op1 ""Germany"")))
            :ARG3 (f / fee
                  :mod (t / tuition))
            :manner (u2 / under
                  :op1 (c3 / circumstance
                        :mod (a / any)))))"
micro_b029,public_broadcasting_fees_on_demand,a1,True,con,The TV/radio licence fee can only be required of all citizens/households equally.,"# ::snt The TV/radio licence fee can only be required of all citizens/households equally.
(p / possible-01
      :ARG1 (r / require-01
            :ARG0 (s / slash
                  :op1 (c / citizen)
                  :op2 (h / household)
                  :mod (a / all))
            :ARG1 (f / fee
                  :mod (l / license-01
                        :ARG1 (a2 / and
                              :op1 (t / television)
                              :op2 (r2 / radio))))
            :ARG3 s
            :ARG1-of (e / equal-01))
      :mod (o / only))"
micro_b030,school_uniforms,a1,True,con,School uniforms should not be worn in our schools.,"# ::snt School uniforms should not be worn in our schools.
(r / recommend-01
      :polarity -
      :ARG1 (w / wear-01
            :ARG1 (u / uniform
                  :mod (s / school))
            :location (s2 / school
                  :poss (w2 / we))))"
micro_b031,introduce_capital_punishment,a1,True,con,"One should not re-introduce capital punishment in Germany,","# ::snt One should not re-introduce capital punishment in Germany,
(r / recommend-01
      :polarity -
      :ARG1 (r2 / reintroduce-01
            :ARG0 (o / one)
            :ARG1 (p / punish-01
                  :mod (c / capital))
            :location (c2 / country
                  :name (n / name
                        :op1 ""Germany""))
            :mod (a / again)))"
micro_b032,higher_dog_poo_fines,a1,True,pro,There should be a higher fine for dog dirt on the pavement.,"# ::snt There should be a higher fine for dog dirt on the pavement.
(r / recommend-01
      :ARG1 (f / fine-01
            :ARG3 (d / dirt
                  :part-of (d2 / dog)
                  :location (p / pavement))
            :ARG1-of (h / have-degree-91
                  :ARG2 (h2 / high-02
                        :ARG1 f)
                  :ARG3 (m / more))))"
micro_b033,partial_housing_development_at_Tempelhofer_Feld,a1,True,pro,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,","# ::snt I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,
(f / find-02
      :ARG0 (ii / i)
      :ARG1 (r / right-06
            :ARG1 (d / develop-02
                  :ARG1 (h / house-01
                        :mod (p / peripheral))
                  :location (l / location
                        :name (n / name
                              :op1 ""T Tempelhofer""
                              :op2 ""Feld"")))
            :ARG1-of (c / cause-01
                  :ARG0 (r2 / reason
                        :topic (p2 / plan-01
                              :ARG1 (u / urban))))))"
micro_b034,charge_tuition_fees,a1,True,con,Tuition fees should not generally be charged by universities.,"# ::snt Tuition fees should not generally be charged by universities.
(r / recommend-01
      :ARG1 (c / charge-01
            :polarity -
            :ARG0 (u / university)
            :ARG3 (f / fee
                  :mod (t / tuition))
            :ARG1-of (g / general-02)))"
micro_b035,health_insurance_cover_complementary_medicine,a5,True,pro,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,"# ::snt The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.
(r / recommend-01
      :ARG1 (e / enable-01
            :ARG1 (a / and
                  :op1 (r2 / recognize-02
                        :ARG0 (c / company
                              :ARG0-of (ii / insure-02
                                    :ARG1 (h / health)))
                        :ARG1 (d / decide-01
                              :ARG0 (d2 / doctor)
                              :ARG1 (t / treat-03
                                    :ARG1 d2
                                    :ARG1-of (n / natural-03))))
                  :op2 (c2 / cover-01
                        :ARG0 c
                        :ARG1 d
                        :mod (a2 / also)))
            :ARG2 c))"
micro_b036,make_video_games_olympic,a1,True,pro,Video games ought to be included in the ranks of Olympic events.,"# ::snt Video games ought to be included in the ranks of Olympic events.
(r / recommend-01
      :ARG1 (ii / include-01
            :ARG1 (g / game
                  :mod (v / video))
            :ARG2 (r2 / rank
                  :poss (e / event
                        :mod g
                        :name (n / name
                              :op1 ""Olympic""
                              :op2 ""Games"")))))"
micro_b036,make_video_games_olympic,a4,True,pro,"including planning abilities, reaction time, and reasoning to name but a few.","# ::snt including planning abilities, reaction time, and reasoning to name but a few.
(ii / include-01
      :ARG1 (a / and
            :op1 (c / capable-01
                  :ARG2 (p / plan-01))
            :op2 (t / time
                  :mod (r / react-01))
            :op3 (r2 / reason-01
                  :ARG1-of (n / name-01
                        :ARG1 (t2 / thing
                              :quant (f / few))))))"
micro_b037,over_the_counter_morning_after_pill,a1,True,pro,The morning-after pill ought to be available over-the-counter in pharmacies.,"# ::snt The morning-after pill ought to be available over-the-counter in pharmacies.
(r / recommend-01
      :ARG1 (a / available-02
            :ARG2 (p / pill
                  :time (d / date-entity
                        :dayperiod (m / morning)
                        :time (a2 / after)))
            :manner (o / over-the-counter)
            :location (p2 / pharmacy)))"
micro_b038,school_uniforms,a1,True,pro,School uniforms should be introduced in our schools again.,"# ::snt School uniforms should be introduced in our schools again.
(r / recommend-01
      :ARG1 (ii / introduce-02
            :ARG1 (u / uniform
                  :mod (s / school))
            :ARG2 (s2 / school
                  :poss (w / we))
            :mod (a / again)))"
micro_b039,EU_influence_on_political_events_in_Ukraine,a1,True,pro,The EU should exert influence on the political events in Ukraine.,"# ::snt The EU should exert influence on the political events in Ukraine.
(r / recommend-01
      :ARG1 (e / exert-01
            :ARG0 (o / organization
                  :name (n / name
                        :op1 ""EU""))
            :ARG1 (ii / influence-01
                  :ARG0 o
                  :ARG1 (e2 / event
                        :mod (p / politics)
                        :location (c / country
                              :name (n2 / name
                                    :op1 ""Ukraine""))))))"
micro_b040,higher_dog_poo_fines,a1,True,pro,There should be much higher fines for dog dirt left on pavements.,"# ::snt There should be much higher fines for dog dirt left on pavements.
(r / recommend-01
      :ARG1 (f / fine-01
            :ARG3 (d / dirt
                  :part-of (d2 / dog)
                  :ARG1-of (l / leave-12
                        :location (p / pave-01)))
            :ARG1-of (h / have-degree-91
                  :ARG2 (h2 / high-02
                        :ARG1 f)
                  :ARG3 (m / more
                        :quant (m2 / much)))))"
micro_b041,stricter_regulation_of_intelligence_services,a1,True,pro,Secret services must be more tightly regulated in order to prevent excessive surveillance.,"# ::snt Secret services must be more tightly regulated in order to prevent excessive surveillance.
(o / obligate-01
      :ARG2 (r / regulate-01
            :ARG1 (s / service
                  :mod (s2 / secret))
            :ARG1-of (h / have-degree-91
                  :ARG2 (t / tight-05
                        :ARG1 r)
                  :ARG3 (m / more))
            :purpose (p / prevent-01
                  :ARG0 s
                  :ARG1 (s3 / surveil-01
                        :ARG1-of (e / excessive-02)))))"
micro_b042,over_the_counter_morning_after_pill,a4,True,con,dispensing it without medical advice would be inappropriate.,"# ::snt dispensing it without medical advice would be inappropriate.
(a / appropriate-02
      :polarity -
      :ARG1 (d / disallow-01
            :ARG1 (ii / it)
            :manner (a2 / advise-01
                  :polarity -
                  :ARG2 (m / medicine))))"
micro_b042,over_the_counter_morning_after_pill,a6,True,con,For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,"# ::snt For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.
(p / possible-01
      :ARG1 (r / result-01
            :ARG1 (p2 / pill
                  :time (d / date-entity
                        :dayperiod (m / morning)
                        :time (a / after)))
            :ARG2 (d2 / decrease-01
                  :ARG1 (u / use-01
                        :ARG1 (c / condom)))
            :ARG0-of (l / lead-03
                  :ARG2 (ii / increase-01
                        :ARG1 (ii2 / infect-01
                              :ARG2 (d3 / disease
                                    :name (n / name
                                          :op1 ""AIDS""))
                              :ARG1-of (n2 / new-01)))))
      :ARG0-of (e / exemplify-01))"
micro_b044,TXL_airport_remain_operational_after_BER_opening,a1,True,pro,As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.,"# ::snt As a central airport Berlin Tegel is particularly attractive for business travellers and should by all means remain operational.
(a / and
      :op1 (a2 / attract-01
            :ARG0 (a3 / airport
                  :name (n / name
                        :op1 ""Berlin""
                        :op2 ""Tegel"")
                  :mod (c / central))
            :ARG1 (p / person
                  :ARG0-of (t / travel-01)
                  :mod (b / business))
            :mod (p2 / particular))
      :op2 (r / recommend-01
            :ARG1 (r2 / remain-01
                  :ARG1 a3
                  :ARG3 (o / operate-01
                        :ARG1 a3)
                  :mod (b2 / by-all-means))))"
micro_b045,buy_tax_evader_data_from_dubious_sources,a4,True,con,Acquiring CDs with tax data of tax delinquents is therefore out of the question.,"# ::snt Acquiring CDs with tax data of tax delinquents is therefore out of the question.
(c / cause-01
      :ARG1 (o / out-06
            :ARG1 (q / question-03
                  :ARG1 (a / acquire-01
                        :ARG1 (d / disc
                              :mod (d2 / digital)
                              :mod (v / versatile)
                              :ARG0-of (c2 / contain-01
                                    :ARG1 (d3 / data
                                          :topic (d4 / delinquency
                                                :mod (t / tax-01)))))))))"
micro_b046,stricter_regulation_of_intelligence_services,a5,True,pro,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,"# ::snt That's why intelligence services must be regulated in the framework of parliamentary oversight committees.
(c / cause-01
      :ARG0 (t / that)
      :ARG1 (o / obligate-01
            :ARG2 (r / regulate-01
                  :ARG1 (s / service
                        :mod (ii / intelligence))
                  :manner (f / framework
                        :poss (c2 / committee
                              :ARG0-of (o2 / oversee-01)
                              :mod (p / parliamentary))))))"
micro_b047,over_the_counter_morning_after_pill,a5,True,con,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,"# ::snt The morning-after pill should only be prescribed after counselling by a physician or pharmacist.
(r / recommend-01
      :ARG1 (p / prescribe-02
            :ARG1 (p2 / pill
                  :time (d / date-entity
                        :dayperiod (m / morning)
                        :time (a / after)))
            :mod (o / only)
            :time (a2 / after
                  :op1 (c / counsel-01
                        :ARG0 (o2 / or
                              :op1 (p3 / physician)
                              :op2 (p4 / pharmacist))
                        :ARG1 p2))))"
micro_b048,charge_tuition_fees,a5,True,con,Therefore universities should not charge tuition fees in Germany.,"# ::snt Therefore universities should not charge tuition fees in Germany.
(c / cause-01
      :ARG1 (r / recommend-01
            :ARG1 (c2 / charge-01
                  :polarity -
                  :ARG0 (u / university)
                  :ARG3 (f / fee
                        :mod (t / tuition))
                  :location (c3 / country
                        :name (n / name
                              :op1 ""Germany"")))))"
micro_b049,increase_weight_of_BA_thesis_in_final_grade,a5,True,con,Due to the many random factors the bachelor thesis should not play a bigger role.,"# ::snt Due to the many random factors the bachelor thesis should not play a bigger role.
(c / cause-01
      :ARG0 (f / factor
            :mod (r / random)
            :quant (m / many))
      :ARG1 (r2 / recommend-01
            :ARG1 (p / play-02
                  :polarity -
                  :ARG0 (t / thesis
                        :mod (b / bachelor))
                  :ARG1 (r3 / role
                        :ARG1-of (h / have-degree-91
                              :ARG2 (b2 / big)
                              :ARG3 (m2 / more))))))"
micro_b050,keep_retirement_at_63,a5,True,con,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,"# ::snt Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.
(f / fair-01
      :ARG1 (r / raise-01
            :ARG1 (a / age
                  :ARG1-of (r2 / relative-05)
                  :time-of (r3 / retire-01))
            :ARG1-of (b / base-02
                  :ARG2 (f2 / fitness
                        :mod (p / physical)
                        :poss (c / citizen
                              :ARG1-of (a2 / average-03))))))"
micro_b051,allow_shops_to_open_on_holidays_and_sundays,a6,True,con,For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.,"# ::snt For these reasons supermarkets and shopping centres should not be allowed to be open for business on arbitrary Sundays and holidays.
(r / recommend-01
      :ARG1 (a / allow-01
            :polarity -
            :ARG1 (o / open-01
                  :ARG1 (a2 / and
                        :op1 (s / supermarket)
                        :op2 (c / center
                              :purpose (s2 / shop-01)))
                  :ARG3 (b / business)
                  :time (a3 / and
                        :op1 (d / date-entity
                              :weekday (s3 / sunday)
                              :ARG1-of (a4 / arbitrary-02))
                        :op2 (h / holiday-01)))
            :ARG1-of (c2 / cause-01
                  :ARG0 (r2 / reason
                        :mod (t / this)))))"
micro_b052,keep_retirement_at_63,a3,True,con,the statutory retirement age should in the future not remain at 63 years.,"# ::snt the statutory retirement age should in the future not remain at 63 years.
(r / recommend-01
      :ARG1 (r2 / remain-01
            :polarity -
            :ARG1 (t / temporal-quantity
                  :age-of (p / person
                        :ARG0-of (r3 / retire-01)
                        :mod (s / statute)))
            :ARG2 (t2 / temporal-quantity
                  :quant 63
                  :unit (y / year))
            :time (f / future)))"
micro_b053,health_insurance_cover_complementary_medicine,a5,True,con,That's why the statutory health insurance companies should not cover such treatments.,"# ::snt That's why the statutory health insurance companies should not cover such treatments.
(c / cause-01
      :ARG0 (t / that)
      :ARG1 (r / recommend-01
            :ARG1 (c2 / cover-01
                  :polarity -
                  :ARG0 (c3 / company
                        :ARG0-of (ii / insure-02
                              :ARG1 (h / health))
                        :mod (l / law
                              :name (n / name
                                    :op1 "" statutory"")))
                  :ARG1 (t2 / treat-03
                        :mod (s / such)))))"
micro_b054,partial_housing_development_at_Tempelhofer_Feld,a6,True,pro,"If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.","# ::snt If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.
(r / recommend-01
      :ARG1 (m / make-02
            :ARG1 (a / available-02
                  :ARG1 (c / company
                        :name (n / name
                              :op1 ""Temelhofer""
                              :op2 ""Feld""))
                  :ARG2 (c2 / construct-01
                        :mod (r2 / residential))
                  :mod (d / definite)))
      :condition (f / find-01
            :ARG0 (o / one)
            :ARG1 (c3 / compromise-01
                  :ARG0 c
                  :ARG1 (s / space
                        :ARG1-of (g / green-03))
                  :ARG2 (h / house-01))
            :ARG1-of (h2 / have-concession-91)))"
